item_id,agent_id,annotator_id,label
cnn_11_sent2,CNN,worker_17,1
cnn_11_sent2,CNN,worker_46,1
cnn_12_sent0,CNN,worker_13,1
cnn_12_sent0,CNN,worker_4,1
cnn_12_sent0,CNN,worker_11,1
cnn_12_sent1,CNN,worker_13,1
cnn_12_sent1,CNN,worker_4,1
cnn_12_sent1,CNN,worker_11,1
cnn_12_sent2,CNN,worker_13,1
cnn_12_sent2,CNN,worker_4,1
cnn_12_sent2,CNN,worker_11,0
cnn_13_sent0,CNN,worker_15,1
cnn_13_sent0,CNN,worker_11,1
cnn_13_sent0,CNN,worker_37,1
cnn_13_sent1,CNN,worker_15,1
cnn_13_sent1,CNN,worker_11,1
cnn_13_sent1,CNN,worker_37,1
cnn_13_sent2,CNN,worker_15,1
cnn_13_sent2,CNN,worker_11,1
cnn_13_sent2,CNN,worker_37,1
cnn_14_sent0,CNN,worker_16,0
cnn_14_sent0,CNN,worker_6,0
cnn_14_sent0,CNN,worker_43,1
cnn_14_sent1,CNN,worker_16,1
cnn_14_sent1,CNN,worker_6,1
cnn_14_sent1,CNN,worker_43,1
cnn_14_sent2,CNN,worker_16,1
cnn_14_sent2,CNN,worker_6,1
cnn_14_sent2,CNN,worker_43,1
cnn_15_sent0,CNN,worker_6,1
cnn_15_sent0,CNN,worker_8,1
cnn_15_sent0,CNN,worker_25,1
cnn_15_sent1,CNN,worker_6,0
cnn_15_sent1,CNN,worker_8,1
cnn_15_sent1,CNN,worker_25,1
cnn_15_sent2,CNN,worker_6,0
cnn_15_sent2,CNN,worker_8,0
cnn_15_sent2,CNN,worker_25,0
cnn_16_sent0,CNN,worker_17,0
cnn_16_sent0,CNN,worker_3,0
cnn_16_sent0,CNN,worker_25,0
cnn_16_sent1,CNN,worker_17,0
cnn_16_sent1,CNN,worker_3,0
cnn_16_sent1,CNN,worker_25,0
cnn_16_sent2,CNN,worker_17,0
cnn_16_sent2,CNN,worker_3,0
cnn_16_sent2,CNN,worker_25,0
cnn_17_sent0,CNN,worker_10,1
cnn_17_sent0,CNN,worker_35,1
cnn_17_sent0,CNN,worker_38,1
cnn_17_sent1,CNN,worker_10,1
cnn_17_sent1,CNN,worker_35,1
cnn_17_sent1,CNN,worker_38,1
cnn_17_sent2,CNN,worker_10,0
cnn_17_sent2,CNN,worker_35,0
cnn_17_sent2,CNN,worker_38,0
cnn_18_sent0,CNN,worker_3,1
cnn_18_sent0,CNN,worker_26,1
cnn_18_sent0,CNN,worker_0,1
cnn_18_sent1,CNN,worker_3,1
cnn_18_sent1,CNN,worker_26,1
cnn_18_sent1,CNN,worker_0,1
cnn_18_sent2,CNN,worker_3,1
cnn_18_sent2,CNN,worker_26,1
cnn_18_sent2,CNN,worker_0,0
cnn_19_sent0,CNN,worker_0,1
cnn_19_sent0,CNN,worker_13,1
cnn_19_sent0,CNN,worker_6,1
cnn_19_sent1,CNN,worker_0,1
cnn_19_sent1,CNN,worker_13,1
cnn_19_sent1,CNN,worker_6,1
cnn_19_sent2,CNN,worker_0,1
cnn_19_sent2,CNN,worker_13,0
cnn_19_sent2,CNN,worker_6,0
cnn_20_sent0,CNN,worker_19,1
cnn_20_sent0,CNN,worker_0,1
cnn_20_sent0,CNN,worker_39,1
cnn_20_sent1,CNN,worker_19,1
cnn_20_sent1,CNN,worker_0,1
cnn_20_sent1,CNN,worker_39,1
cnn_20_sent2,CNN,worker_19,1
cnn_20_sent2,CNN,worker_0,1
cnn_20_sent2,CNN,worker_39,1
cnn_21_sent0,CNN,worker_20,0
cnn_21_sent0,CNN,worker_29,0
cnn_21_sent0,CNN,worker_25,0
cnn_21_sent1,CNN,worker_20,1
cnn_21_sent1,CNN,worker_29,0
cnn_21_sent1,CNN,worker_25,0
cnn_21_sent2,CNN,worker_20,0
cnn_21_sent2,CNN,worker_29,0
cnn_21_sent2,CNN,worker_25,0
cnn_22_sent0,CNN,worker_21,1
cnn_22_sent0,CNN,worker_42,1
cnn_22_sent0,CNN,worker_45,1
cnn_22_sent1,CNN,worker_21,1
cnn_22_sent1,CNN,worker_42,0
cnn_22_sent1,CNN,worker_45,0
cnn_22_sent2,CNN,worker_21,0
cnn_22_sent2,CNN,worker_42,1
cnn_22_sent2,CNN,worker_45,0
cnn_22_sent3,CNN,worker_21,1
cnn_22_sent3,CNN,worker_42,1
cnn_22_sent3,CNN,worker_45,0
cnn_23_sent0,CNN,worker_23,1
cnn_23_sent0,CNN,worker_13,1
cnn_23_sent0,CNN,worker_25,1
cnn_23_sent1,CNN,worker_23,1
cnn_23_sent1,CNN,worker_13,1
cnn_23_sent1,CNN,worker_25,1
cnn_23_sent2,CNN,worker_23,1
cnn_23_sent2,CNN,worker_13,1
cnn_23_sent2,CNN,worker_25,1
cnn_24_sent0,CNN,worker_15,1
cnn_24_sent0,CNN,worker_27,1
cnn_24_sent0,CNN,worker_47,1
cnn_24_sent1,CNN,worker_15,1
cnn_24_sent1,CNN,worker_27,1
cnn_24_sent1,CNN,worker_47,1
cnn_24_sent2,CNN,worker_15,1
cnn_24_sent2,CNN,worker_27,1
cnn_24_sent2,CNN,worker_47,1
cnn_25_sent0,CNN,worker_25,1
cnn_25_sent0,CNN,worker_26,1
cnn_25_sent0,CNN,worker_6,1
cnn_25_sent1,CNN,worker_25,1
cnn_25_sent1,CNN,worker_26,1
cnn_25_sent1,CNN,worker_6,1
cnn_25_sent2,CNN,worker_25,1
cnn_25_sent2,CNN,worker_26,1
cnn_25_sent2,CNN,worker_6,1
cnn_26_sent0,CNN,worker_10,0
cnn_26_sent0,CNN,worker_13,0
cnn_26_sent0,CNN,worker_6,0
cnn_26_sent1,CNN,worker_10,0
cnn_26_sent1,CNN,worker_13,0
cnn_26_sent1,CNN,worker_6,0
cnn_26_sent2,CNN,worker_10,0
cnn_26_sent2,CNN,worker_13,0
cnn_26_sent2,CNN,worker_6,0
cnn_27_sent0,CNN,worker_30,1
cnn_27_sent0,CNN,worker_16,0
cnn_27_sent0,CNN,worker_32,0
cnn_27_sent1,CNN,worker_30,1
cnn_27_sent1,CNN,worker_16,0
cnn_27_sent1,CNN,worker_32,1
cnn_27_sent2,CNN,worker_30,1
cnn_27_sent2,CNN,worker_16,1
cnn_27_sent2,CNN,worker_32,1
cnn_28_sent0,CNN,worker_10,1
cnn_28_sent0,CNN,worker_25,1
cnn_28_sent0,CNN,worker_3,1
cnn_28_sent1,CNN,worker_10,1
cnn_28_sent1,CNN,worker_25,1
cnn_28_sent1,CNN,worker_3,1
cnn_28_sent2,CNN,worker_10,1
cnn_28_sent2,CNN,worker_25,1
cnn_28_sent2,CNN,worker_3,1
cnn_29_sent0,CNN,worker_6,1
cnn_29_sent0,CNN,worker_38,1
cnn_29_sent0,CNN,worker_32,1
cnn_29_sent1,CNN,worker_6,0
cnn_29_sent1,CNN,worker_38,1
cnn_29_sent1,CNN,worker_32,0
cnn_29_sent2,CNN,worker_6,1
cnn_29_sent2,CNN,worker_38,1
cnn_29_sent2,CNN,worker_32,1
cnn_30_sent0,CNN,worker_5,1
cnn_30_sent0,CNN,worker_36,1
cnn_30_sent0,CNN,worker_8,1
cnn_30_sent1,CNN,worker_5,1
cnn_30_sent1,CNN,worker_36,1
cnn_30_sent1,CNN,worker_8,1
cnn_30_sent2,CNN,worker_5,1
cnn_30_sent2,CNN,worker_36,1
cnn_30_sent2,CNN,worker_8,1
cnn_31_sent0,CNN,worker_16,1
cnn_31_sent0,CNN,worker_28,1
cnn_31_sent0,CNN,worker_3,1
cnn_31_sent1,CNN,worker_16,1
cnn_31_sent1,CNN,worker_28,1
cnn_31_sent1,CNN,worker_3,1
cnn_31_sent2,CNN,worker_16,1
cnn_31_sent2,CNN,worker_28,1
cnn_31_sent2,CNN,worker_3,0
cnn_32_sent0,CNN,worker_12,1
cnn_32_sent0,CNN,worker_3,0
cnn_32_sent0,CNN,worker_58,1
cnn_32_sent1,CNN,worker_12,1
cnn_32_sent1,CNN,worker_3,0
cnn_32_sent1,CNN,worker_58,1
cnn_32_sent2,CNN,worker_12,1
cnn_32_sent2,CNN,worker_3,0
cnn_32_sent2,CNN,worker_58,1
cnn_33_sent0,CNN,worker_49,1
cnn_33_sent0,CNN,worker_58,1
cnn_33_sent0,CNN,worker_3,1
cnn_33_sent1,CNN,worker_49,1
cnn_33_sent1,CNN,worker_58,1
cnn_33_sent1,CNN,worker_3,0
cnn_33_sent2,CNN,worker_49,0
cnn_33_sent2,CNN,worker_58,1
cnn_33_sent2,CNN,worker_3,0
cnn_34_sent0,CNN,worker_9,0
cnn_34_sent0,CNN,worker_6,0
cnn_34_sent0,CNN,worker_60,1
cnn_34_sent1,CNN,worker_9,1
cnn_34_sent1,CNN,worker_6,1
cnn_34_sent1,CNN,worker_60,1
cnn_34_sent2,CNN,worker_9,1
cnn_34_sent2,CNN,worker_6,1
cnn_34_sent2,CNN,worker_60,1
cnn_35_sent0,CNN,worker_43,1
cnn_35_sent0,CNN,worker_16,1
cnn_35_sent0,CNN,worker_54,1
cnn_35_sent1,CNN,worker_43,1
cnn_35_sent1,CNN,worker_16,1
cnn_35_sent1,CNN,worker_54,1
cnn_35_sent2,CNN,worker_43,1
cnn_35_sent2,CNN,worker_16,1
cnn_35_sent2,CNN,worker_54,1
cnn_36_sent0,CNN,worker_50,0
cnn_36_sent0,CNN,worker_9,1
cnn_36_sent0,CNN,worker_57,1
cnn_36_sent1,CNN,worker_50,1
cnn_36_sent1,CNN,worker_9,1
cnn_36_sent1,CNN,worker_57,1
cnn_36_sent2,CNN,worker_50,0
cnn_36_sent2,CNN,worker_9,0
cnn_36_sent2,CNN,worker_57,1
cnn_37_sent0,CNN,worker_2,1
cnn_37_sent0,CNN,worker_54,1
cnn_37_sent0,CNN,worker_0,1
cnn_37_sent1,CNN,worker_2,1
cnn_37_sent1,CNN,worker_54,1
cnn_37_sent1,CNN,worker_0,1
cnn_37_sent2,CNN,worker_2,0
cnn_37_sent2,CNN,worker_54,1
cnn_37_sent2,CNN,worker_0,1
cnn_38_sent0,CNN,worker_6,0
cnn_38_sent0,CNN,worker_16,1
cnn_38_sent0,CNN,worker_68,1
cnn_38_sent1,CNN,worker_6,0
cnn_38_sent1,CNN,worker_16,0
cnn_38_sent1,CNN,worker_68,1
cnn_38_sent2,CNN,worker_6,0
cnn_38_sent2,CNN,worker_16,1
cnn_38_sent2,CNN,worker_68,1
cnn_39_sent0,CNN,worker_51,1
cnn_39_sent0,CNN,worker_58,1
cnn_39_sent0,CNN,worker_35,1
cnn_39_sent1,CNN,worker_51,1
cnn_39_sent1,CNN,worker_58,1
cnn_39_sent1,CNN,worker_35,1
cnn_39_sent2,CNN,worker_51,0
cnn_39_sent2,CNN,worker_58,0
cnn_39_sent2,CNN,worker_35,0
cnn_40_sent0,CNN,worker_3,1
cnn_40_sent0,CNN,worker_56,1
cnn_40_sent0,CNN,worker_58,1
cnn_40_sent1,CNN,worker_3,1
cnn_40_sent1,CNN,worker_56,1
cnn_40_sent1,CNN,worker_58,1
cnn_40_sent2,CNN,worker_3,1
cnn_40_sent2,CNN,worker_56,1
cnn_40_sent2,CNN,worker_58,1
cnn_41_sent0,CNN,worker_16,1
cnn_41_sent0,CNN,worker_56,1
cnn_41_sent0,CNN,worker_60,1
cnn_41_sent1,CNN,worker_16,0
cnn_41_sent1,CNN,worker_56,1
cnn_41_sent1,CNN,worker_60,1
cnn_41_sent2,CNN,worker_16,1
cnn_41_sent2,CNN,worker_56,1
cnn_41_sent2,CNN,worker_60,1
cnn_42_sent0,CNN,worker_52,0
cnn_42_sent0,CNN,worker_0,0
cnn_42_sent0,CNN,worker_3,0
cnn_42_sent1,CNN,worker_52,1
cnn_42_sent1,CNN,worker_0,0
cnn_42_sent1,CNN,worker_3,0
cnn_42_sent2,CNN,worker_52,0
cnn_42_sent2,CNN,worker_0,0
cnn_42_sent2,CNN,worker_3,0
cnn_43_sent0,CNN,worker_53,1
cnn_43_sent0,CNN,worker_17,1
cnn_43_sent0,CNN,worker_0,1
cnn_43_sent1,CNN,worker_53,1
cnn_43_sent1,CNN,worker_17,1
cnn_43_sent1,CNN,worker_0,1
cnn_43_sent2,CNN,worker_53,1
cnn_43_sent2,CNN,worker_17,1
cnn_43_sent2,CNN,worker_0,1
cnn_44_sent0,CNN,worker_26,0
cnn_44_sent0,CNN,worker_50,1
cnn_44_sent0,CNN,worker_25,1
cnn_44_sent1,CNN,worker_26,1
cnn_44_sent1,CNN,worker_50,1
cnn_44_sent1,CNN,worker_25,1
cnn_44_sent2,CNN,worker_26,0
cnn_44_sent2,CNN,worker_50,1
cnn_44_sent2,CNN,worker_25,1
cnn_45_sent0,CNN,worker_6,1
cnn_45_sent0,CNN,worker_69,1
cnn_45_sent0,CNN,worker_3,1
cnn_45_sent1,CNN,worker_6,1
cnn_45_sent1,CNN,worker_69,1
cnn_45_sent1,CNN,worker_3,1
cnn_45_sent2,CNN,worker_6,1
cnn_45_sent2,CNN,worker_69,1
cnn_45_sent2,CNN,worker_3,1
cnn_46_sent0,CNN,worker_33,1
cnn_46_sent0,CNN,worker_16,1
cnn_46_sent0,CNN,worker_3,1
cnn_46_sent1,CNN,worker_33,1
cnn_46_sent1,CNN,worker_16,1
cnn_46_sent1,CNN,worker_3,1
cnn_46_sent2,CNN,worker_33,1
cnn_46_sent2,CNN,worker_16,1
cnn_46_sent2,CNN,worker_3,1
cnn_47_sent0,CNN,worker_54,1
cnn_47_sent0,CNN,worker_58,1
cnn_47_sent0,CNN,worker_69,1
cnn_47_sent1,CNN,worker_54,1
cnn_47_sent1,CNN,worker_58,0
cnn_47_sent1,CNN,worker_69,1
cnn_47_sent2,CNN,worker_54,0
cnn_47_sent2,CNN,worker_58,1
cnn_47_sent2,CNN,worker_69,1
cnn_48_sent0,CNN,worker_35,1
cnn_48_sent0,CNN,worker_66,0
cnn_48_sent0,CNN,worker_57,1
cnn_48_sent1,CNN,worker_35,0
cnn_48_sent1,CNN,worker_66,0
cnn_48_sent1,CNN,worker_57,0
cnn_48_sent2,CNN,worker_35,1
cnn_48_sent2,CNN,worker_66,0
cnn_48_sent2,CNN,worker_57,1
cnn_49_sent0,CNN,worker_19,1
cnn_49_sent0,CNN,worker_62,1
cnn_49_sent0,CNN,worker_50,1
cnn_49_sent1,CNN,worker_19,1
cnn_49_sent1,CNN,worker_62,1
cnn_49_sent1,CNN,worker_50,1
cnn_49_sent2,CNN,worker_19,1
cnn_49_sent2,CNN,worker_62,1
cnn_49_sent2,CNN,worker_50,1
cnn_50_sent0,CNN,worker_55,1
cnn_50_sent0,CNN,worker_54,1
cnn_50_sent0,CNN,worker_16,1
cnn_50_sent1,CNN,worker_55,1
cnn_50_sent1,CNN,worker_54,1
cnn_50_sent1,CNN,worker_16,1
cnn_50_sent2,CNN,worker_55,0
cnn_50_sent2,CNN,worker_54,0
cnn_50_sent2,CNN,worker_16,0
cnn_51_sent0,CNN,worker_4,1
cnn_51_sent0,CNN,worker_17,1
cnn_51_sent0,CNN,worker_50,1
cnn_51_sent1,CNN,worker_4,1
cnn_51_sent1,CNN,worker_17,0
cnn_51_sent1,CNN,worker_50,1
cnn_51_sent2,CNN,worker_4,1
cnn_51_sent2,CNN,worker_17,1
cnn_51_sent2,CNN,worker_50,1
cnn_52_sent0,CNN,worker_58,1
cnn_52_sent0,CNN,worker_57,1
cnn_52_sent0,CNN,worker_6,1
cnn_52_sent1,CNN,worker_58,1
cnn_52_sent1,CNN,worker_57,1
cnn_52_sent1,CNN,worker_6,0
cnn_52_sent2,CNN,worker_58,0
cnn_52_sent2,CNN,worker_57,0
cnn_52_sent2,CNN,worker_6,0
cnn_53_sent0,CNN,worker_59,1
cnn_53_sent0,CNN,worker_25,0
cnn_53_sent0,CNN,worker_65,1
cnn_53_sent1,CNN,worker_59,1
cnn_53_sent1,CNN,worker_25,1
cnn_53_sent1,CNN,worker_65,1
cnn_53_sent2,CNN,worker_59,1
cnn_53_sent2,CNN,worker_25,1
cnn_53_sent2,CNN,worker_65,1
cnn_54_sent0,CNN,worker_6,0
cnn_54_sent0,CNN,worker_50,0
cnn_54_sent0,CNN,worker_58,1
cnn_54_sent1,CNN,worker_6,1
cnn_54_sent1,CNN,worker_50,1
cnn_54_sent1,CNN,worker_58,1
cnn_54_sent2,CNN,worker_6,0
cnn_54_sent2,CNN,worker_50,1
cnn_54_sent2,CNN,worker_58,1
cnn_55_sent0,CNN,worker_54,1
cnn_55_sent0,CNN,worker_64,1
cnn_55_sent0,CNN,worker_0,1
cnn_55_sent1,CNN,worker_54,1
cnn_55_sent1,CNN,worker_64,1
cnn_55_sent1,CNN,worker_0,1
cnn_55_sent2,CNN,worker_54,1
cnn_55_sent2,CNN,worker_64,1
cnn_55_sent2,CNN,worker_0,1
cnn_56_sent0,CNN,worker_60,1
cnn_56_sent0,CNN,worker_6,0
cnn_56_sent0,CNN,worker_3,0
cnn_56_sent1,CNN,worker_60,1
cnn_56_sent1,CNN,worker_6,1
cnn_56_sent1,CNN,worker_3,0
cnn_56_sent2,CNN,worker_60,1
cnn_56_sent2,CNN,worker_6,0
cnn_56_sent2,CNN,worker_3,0
cnn_57_sent0,CNN,worker_61,1
cnn_57_sent0,CNN,worker_63,1
cnn_57_sent0,CNN,worker_50,0
cnn_57_sent1,CNN,worker_61,1
cnn_57_sent1,CNN,worker_63,0
cnn_57_sent1,CNN,worker_50,1
cnn_57_sent2,CNN,worker_61,1
cnn_57_sent2,CNN,worker_63,1
cnn_57_sent2,CNN,worker_50,1
cnn_58_sent0,CNN,worker_25,0
cnn_58_sent0,CNN,worker_58,1
cnn_58_sent0,CNN,worker_60,1
cnn_58_sent1,CNN,worker_25,1
cnn_58_sent1,CNN,worker_58,0
cnn_58_sent1,CNN,worker_60,1
cnn_58_sent2,CNN,worker_25,1
cnn_58_sent2,CNN,worker_58,1
cnn_58_sent2,CNN,worker_60,1
cnn_59_sent0,CNN,worker_25,1
cnn_59_sent0,CNN,worker_57,1
cnn_59_sent0,CNN,worker_50,1
cnn_59_sent1,CNN,worker_25,1
cnn_59_sent1,CNN,worker_57,1
cnn_59_sent1,CNN,worker_50,1
cnn_59_sent2,CNN,worker_25,1
cnn_59_sent2,CNN,worker_57,1
cnn_59_sent2,CNN,worker_50,1
cnn_60_sent0,CNN,worker_63,0
cnn_60_sent0,CNN,worker_54,0
cnn_60_sent0,CNN,worker_3,0
cnn_60_sent1,CNN,worker_63,1
cnn_60_sent1,CNN,worker_54,1
cnn_60_sent1,CNN,worker_3,1
cnn_60_sent2,CNN,worker_63,0
cnn_60_sent2,CNN,worker_54,0
cnn_60_sent2,CNN,worker_3,1
cnn_61_sent0,CNN,worker_55,1
cnn_61_sent0,CNN,worker_0,1
cnn_61_sent0,CNN,worker_58,1
cnn_61_sent1,CNN,worker_55,0
cnn_61_sent1,CNN,worker_0,1
cnn_61_sent1,CNN,worker_58,0
cnn_61_sent2,CNN,worker_55,0
cnn_61_sent2,CNN,worker_0,0
cnn_61_sent2,CNN,worker_58,0
cnn_62_sent0,CNN,worker_0,1
cnn_62_sent0,CNN,worker_50,1
cnn_62_sent0,CNN,worker_16,1
cnn_62_sent1,CNN,worker_0,1
cnn_62_sent1,CNN,worker_50,1
cnn_62_sent1,CNN,worker_16,1
cnn_62_sent2,CNN,worker_0,1
cnn_62_sent2,CNN,worker_50,0
cnn_62_sent2,CNN,worker_16,0
cnn_63_sent0,CNN,worker_25,0
cnn_63_sent0,CNN,worker_58,0
cnn_63_sent0,CNN,worker_3,0
cnn_63_sent1,CNN,worker_25,1
cnn_63_sent1,CNN,worker_58,1
cnn_63_sent1,CNN,worker_3,1
cnn_63_sent2,CNN,worker_25,1
cnn_63_sent2,CNN,worker_58,0
cnn_63_sent2,CNN,worker_3,0
cnn_64_sent0,CNN,worker_25,0
cnn_64_sent0,CNN,worker_67,1
cnn_64_sent0,CNN,worker_0,1
cnn_64_sent1,CNN,worker_25,1
cnn_64_sent1,CNN,worker_67,1
cnn_64_sent1,CNN,worker_0,1
cnn_64_sent2,CNN,worker_25,1
cnn_64_sent2,CNN,worker_67,1
cnn_64_sent2,CNN,worker_0,1
cnn_65_sent0,CNN,worker_35,1
cnn_65_sent0,CNN,worker_17,0
cnn_65_sent0,CNN,worker_60,1
cnn_65_sent1,CNN,worker_35,0
cnn_65_sent1,CNN,worker_17,1
cnn_65_sent1,CNN,worker_60,0
cnn_65_sent2,CNN,worker_35,0
cnn_65_sent2,CNN,worker_17,1
cnn_65_sent2,CNN,worker_60,1
cnn_66_sent0,CNN,worker_71,1
cnn_66_sent0,CNN,worker_54,1
cnn_66_sent0,CNN,worker_88,1
cnn_66_sent1,CNN,worker_71,1
cnn_66_sent1,CNN,worker_54,1
cnn_66_sent1,CNN,worker_88,1
cnn_66_sent2,CNN,worker_71,0
cnn_66_sent2,CNN,worker_54,0
cnn_66_sent2,CNN,worker_88,0
cnn_67_sent0,CNN,worker_55,1
cnn_67_sent0,CNN,worker_65,1
cnn_67_sent0,CNN,worker_0,1
cnn_67_sent1,CNN,worker_55,1
cnn_67_sent1,CNN,worker_65,1
cnn_67_sent1,CNN,worker_0,1
cnn_67_sent2,CNN,worker_55,1
cnn_67_sent2,CNN,worker_65,1
cnn_67_sent2,CNN,worker_0,1
cnn_68_sent0,CNN,worker_72,1
cnn_68_sent0,CNN,worker_28,1
cnn_68_sent0,CNN,worker_0,1
cnn_68_sent1,CNN,worker_72,1
cnn_68_sent1,CNN,worker_28,1
cnn_68_sent1,CNN,worker_0,1
cnn_68_sent2,CNN,worker_72,0
cnn_68_sent2,CNN,worker_28,0
cnn_68_sent2,CNN,worker_0,1
cnn_69_sent0,CNN,worker_43,1
cnn_69_sent0,CNN,worker_0,1
cnn_69_sent0,CNN,worker_80,0
cnn_69_sent1,CNN,worker_43,1
cnn_69_sent1,CNN,worker_0,1
cnn_69_sent1,CNN,worker_80,0
cnn_69_sent2,CNN,worker_43,1
cnn_69_sent2,CNN,worker_0,1
cnn_69_sent2,CNN,worker_80,1
cnn_70_sent0,CNN,worker_3,0
cnn_70_sent0,CNN,worker_57,1
cnn_70_sent0,CNN,worker_50,0
cnn_70_sent1,CNN,worker_3,0
cnn_70_sent1,CNN,worker_57,1
cnn_70_sent1,CNN,worker_50,1
cnn_70_sent2,CNN,worker_3,0
cnn_70_sent2,CNN,worker_57,1
cnn_70_sent2,CNN,worker_50,1
cnn_71_sent0,CNN,worker_73,1
cnn_71_sent0,CNN,worker_33,1
cnn_71_sent0,CNN,worker_80,1
cnn_71_sent1,CNN,worker_73,1
cnn_71_sent1,CNN,worker_33,1
cnn_71_sent1,CNN,worker_80,1
cnn_71_sent2,CNN,worker_73,0
cnn_71_sent2,CNN,worker_33,0
cnn_71_sent2,CNN,worker_80,1
cnn_72_sent0,CNN,worker_0,1
cnn_72_sent0,CNN,worker_3,1
cnn_72_sent0,CNN,worker_50,1
cnn_72_sent1,CNN,worker_0,1
cnn_72_sent1,CNN,worker_3,1
cnn_72_sent1,CNN,worker_50,1
cnn_72_sent2,CNN,worker_0,1
cnn_72_sent2,CNN,worker_3,1
cnn_72_sent2,CNN,worker_50,1
cnn_73_sent0,CNN,worker_58,0
cnn_73_sent0,CNN,worker_0,0
cnn_73_sent0,CNN,worker_60,0
cnn_73_sent1,CNN,worker_58,1
cnn_73_sent1,CNN,worker_0,1
cnn_73_sent1,CNN,worker_60,1
cnn_73_sent2,CNN,worker_58,0
cnn_73_sent2,CNN,worker_0,0
cnn_73_sent2,CNN,worker_60,0
cnn_74_sent0,CNN,worker_74,1
cnn_74_sent0,CNN,worker_0,1
cnn_74_sent0,CNN,worker_85,1
cnn_74_sent1,CNN,worker_74,1
cnn_74_sent1,CNN,worker_0,1
