item_id,agent_id,annotator_id,label
mhs_1015,0,2860,2
mhs_1015,0,5034,2
mhs_1015,0,8856,2
mhs_1015,0,9117,2
mhs_518,0,3830,0
mhs_518,0,4755,0
mhs_518,0,7501,0
mhs_518,0,8363,0
mhs_518,0,84,0
mhs_12186,0,11131,0
mhs_12186,0,1687,0
mhs_12186,0,6031,0
mhs_12186,0,7671,0
mhs_12186,0,912,0
mhs_12215,0,10558,0
mhs_12215,0,694,0
mhs_12215,0,7498,0
mhs_12215,0,7954,0
mhs_12215,0,9466,0
mhs_11206,0,4755,2
mhs_11206,0,5334,2
mhs_11206,0,7501,2
mhs_11206,0,8363,2
mhs_11206,0,84,2
mhs_9580,0,1320,0
mhs_9580,0,297,0
mhs_9580,0,4380,0
mhs_9580,0,6492,0
mhs_9580,0,6873,0
mhs_4520,0,10077,2
mhs_4520,0,10223,2
mhs_4520,0,3846,2
mhs_4520,0,7463,2
mhs_4520,0,9259,2
mhs_6297,0,3627,2
mhs_6297,0,5341,2
mhs_6297,0,5701,2
mhs_6297,0,8213,2
mhs_6297,0,9411,2
mhs_16575,0,1019,0
mhs_16575,0,10656,0
mhs_16575,0,1370,0
mhs_16575,0,3626,0
mhs_16575,0,9365,0
mhs_4546,0,2629,2
mhs_4546,0,3353,2
mhs_4546,0,5014,2
mhs_4546,0,6786,2
mhs_4546,0,8181,2
mhs_4616,0,10352,1
mhs_4616,0,2098,1
mhs_4616,0,3520,1
mhs_4616,0,7350,1
mhs_4616,0,9450,1
mhs_17990,0,4797,0
mhs_17990,0,5214,0
mhs_17990,0,5224,0
mhs_17990,0,6129,0
mhs_17990,0,8913,0
mhs_12284,0,10173,0
mhs_12284,0,10558,0
mhs_12284,0,694,0
mhs_12284,0,9231,0
mhs_12284,0,9896,0
mhs_12146,0,11035,2
mhs_12146,0,2016,2
mhs_12146,0,3085,2
mhs_12146,0,4914,2
mhs_12146,0,8336,2
mhs_5747,0,1873,0
mhs_5747,0,2712,0
mhs_5747,0,3116,0
mhs_5747,0,5809,0
mhs_5747,0,7017,0
mhs_2604,0,2451,0
mhs_2604,0,2875,0
mhs_2604,0,3191,0
mhs_2604,0,4165,0
mhs_2604,0,7793,0
mhs_5860,0,2576,2
mhs_5860,0,2894,2
mhs_5860,0,3105,2
mhs_5860,0,4884,2
mhs_5860,0,8474,2
mhs_15607,0,10753,0
mhs_15607,0,1117,0
mhs_15607,0,2071,0
mhs_15607,0,6117,0
mhs_15607,0,7457,0
mhs_18553,0,2524,0
mhs_18553,0,5228,0
mhs_18553,0,5653,0
mhs_18553,0,7408,0
mhs_18553,0,7951,0
mhs_5470,0,3830,0
mhs_5470,0,4755,0
mhs_5470,0,7501,0
mhs_5470,0,8363,0
mhs_5470,0,84,0
mhs_15175,0,10731,1
mhs_15175,0,4246,1
mhs_15175,0,6351,1
mhs_15175,0,6359,1
mhs_15175,0,8728,1
mhs_4284,0,11131,2
mhs_4284,0,1687,2
mhs_4284,0,6031,2
mhs_4284,0,7671,2
mhs_4284,0,912,2
mhs_4275,0,2149,2
mhs_4275,0,5812,2
mhs_4275,0,626,2
mhs_4275,0,7942,2
mhs_4275,0,8871,2
mhs_13487,0,2065,1
mhs_13487,0,347,1
mhs_13487,0,5834,1
mhs_13487,0,6997,1
mhs_13487,0,8979,1
mhs_11176,0,3590,1
mhs_11176,0,3830,1
mhs_11176,0,4755,1
mhs_11176,0,7501,1
mhs_11176,0,8363,1
mhs_15886,0,2576,2
mhs_15886,0,2622,2
mhs_15886,0,3105,2
mhs_15886,0,5208,2
mhs_15886,0,5323,2
mhs_13827,0,2990,2
mhs_13827,0,3104,2
mhs_13827,0,3898,2
mhs_13827,0,4144,2
mhs_13827,0,5541,2
mhs_8021,0,10428,0
mhs_8021,0,2629,0
mhs_8021,0,5014,0
mhs_8021,0,6786,0
mhs_8021,0,8181,0
mhs_8287,0,10352,0
mhs_8287,0,2098,0
mhs_8287,0,3075,0
mhs_8287,0,3520,0
mhs_8287,0,7350,0
mhs_12698,0,2893,0
mhs_12698,0,4670,0
mhs_12698,0,4930,0
mhs_12698,0,6358,0
mhs_12698,0,9626,0
mhs_9748,0,3757,0
mhs_9748,0,6341,0
mhs_9748,0,7220,0
mhs_9748,0,9418,0
mhs_9748,0,9983,0
mhs_10345,0,10297,2
mhs_10345,0,2548,2
mhs_10345,0,4722,2
mhs_10345,0,5961,2
mhs_10345,0,9581,2
mhs_15921,0,2456,2
mhs_15921,0,2860,2
mhs_15921,0,5034,2
mhs_15921,0,6329,2
mhs_15921,0,9117,2
mhs_2728,0,3590,2
mhs_2728,0,3830,2
mhs_2728,0,4755,2
mhs_2728,0,8363,2
mhs_2728,0,9651,2
mhs_10385,0,4755,0
mhs_10385,0,5334,0
mhs_10385,0,7501,0
mhs_10385,0,8363,0
mhs_10385,0,84,0
mhs_6841,0,10042,0
mhs_6841,0,10212,0
mhs_6841,0,10874,0
mhs_6841,0,3146,0
mhs_6841,0,862,0
mhs_19425,0,10077,0
mhs_19425,0,10223,0
mhs_19425,0,3846,0
mhs_19425,0,7463,0
mhs_19425,0,9259,0
mhs_14854,0,10352,2
mhs_14854,0,2098,2
mhs_14854,0,3520,2
mhs_14854,0,7350,2
mhs_14854,0,9450,2
mhs_14922,0,3431,1
mhs_14922,0,4670,1
mhs_14922,0,6358,1
mhs_14922,0,7945,1
mhs_14922,0,9626,1
mhs_9255,0,10592,2
mhs_9255,0,11064,2
mhs_9255,0,1409,2
mhs_9255,0,4305,2
mhs_9255,0,6683,2
mhs_3155,0,10077,0
mhs_3155,0,10223,0
mhs_3155,0,2140,0
mhs_3155,0,3846,0
mhs_3155,0,9259,0
mhs_13266,0,10042,0
mhs_13266,0,10874,0
mhs_13266,0,2610,0
mhs_13266,0,3146,0
mhs_13266,0,862,0
mhs_13781,0,2411,2
mhs_13781,0,3520,2
mhs_13781,0,7350,2
mhs_13781,0,9450,2
mhs_13781,0,9464,2
mhs_10750,0,2440,2
mhs_10750,0,3627,2
mhs_10750,0,3643,2
mhs_10750,0,5701,2
mhs_10750,0,9411,2
mhs_5453,0,2451,2
mhs_5453,0,2875,2
mhs_5453,0,3191,2
mhs_5453,0,4165,2
mhs_5453,0,7793,2
mhs_17849,0,1803,0
mhs_17849,0,5228,0
mhs_17849,0,5653,0
mhs_17849,0,7408,0
mhs_17849,0,7951,0
mhs_20011,1,10000,2
mhs_20011,1,10002,2
mhs_20011,1,10020,2
mhs_20011,1,10033,2
mhs_20011,1,10077,2
mhs_20002,1,10000,2
mhs_20002,1,10005,2
mhs_20002,1,10017,2
mhs_20002,1,1002,2
mhs_20002,1,1004,2
mhs_20001,1,10060,2
mhs_20001,1,10064,2
mhs_20001,1,10070,2
mhs_20001,1,10073,2
mhs_20001,1,10076,2
mhs_20007,1,1,2
mhs_20007,1,10005,2
mhs_20007,1,10009,2
mhs_20007,1,10012,2
mhs_20007,1,10016,2
mhs_20022,1,10001,2
mhs_20022,1,1001,2
mhs_20022,1,10010,2
mhs_20022,1,10016,2
mhs_20022,1,10023,2
mhs_20014,1,10004,2
mhs_20014,1,10006,2
mhs_20014,1,10008,2
mhs_20014,1,10026,2
mhs_20014,1,10028,2
mhs_20034,1,1,2
mhs_20034,1,1001,2
mhs_20034,1,10019,2
mhs_20034,1,10026,2
mhs_20034,1,10027,2
mhs_20047,1,10001,2
mhs_20047,1,10006,2
mhs_20047,1,10009,2
mhs_20047,1,10025,2
mhs_20047,1,10036,2
mhs_20068,1,10002,2
mhs_20068,1,10012,2
mhs_20068,1,10016,2
mhs_20068,1,10028,2
mhs_20068,1,10029,2
mhs_20009,1,1000,2
mhs_20009,1,10030,2
mhs_20009,1,10037,2
mhs_20009,1,10043,2
mhs_20009,1,10066,2
mhs_20057,1,100,2
mhs_20057,1,10053,2
mhs_20057,1,10063,2
mhs_20057,1,10065,2
mhs_20057,1,10072,2
mhs_20010,1,10047,2
mhs_20010,1,10049,2
mhs_20010,1,10059,2
mhs_20010,1,10074,2
mhs_20010,1,10104,2
mhs_20069,1,1004,0
mhs_20069,1,10042,0
mhs_20069,1,10049,0
mhs_20069,1,10053,0
mhs_20069,1,10072,0
mhs_20003,1,1001,2
mhs_20003,1,10010,2
mhs_20003,1,10048,2
mhs_20003,1,10064,2
mhs_20003,1,10072,2
mhs_20017,1,10029,2
mhs_20017,1,1004,2
mhs_20017,1,10048,2
mhs_20017,1,1005,2
mhs_20017,1,10063,2
mhs_20023,1,10004,2
mhs_20023,1,10008,2
mhs_20023,1,10010,2
mhs_20023,1,10020,2
mhs_20023,1,1003,2
mhs_20016,1,100,2
mhs_20016,1,1000,2
mhs_20016,1,10000,2
mhs_20016,1,10019,2
mhs_20016,1,10055,2
mhs_20060,1,1000,0
mhs_20060,1,1001,0
mhs_20060,1,10023,0
mhs_20060,1,10028,0
mhs_20060,1,10035,0
mhs_20019,1,1,2
mhs_20019,1,10009,2
mhs_20019,1,10012,2
mhs_20019,1,10057,2
mhs_20019,1,10066,2
mhs_20018,1,10002,2
mhs_20018,1,10025,2
mhs_20018,1,10035,2
mhs_20018,1,10037,2
mhs_20018,1,10047,2
mhs_20020,1,10007,2
mhs_20020,1,10017,2
mhs_20020,1,1003,2
mhs_20020,1,10030,2
mhs_20020,1,10054,2
mhs_20012,1,10023,2
mhs_20012,1,10044,2
mhs_20012,1,10059,2
mhs_20012,1,10104,2
mhs_20012,1,10137,2
mhs_20045,1,1000,2
mhs_20045,1,10011,2
mhs_20045,1,10048,2
mhs_20045,1,10049,2
mhs_20045,1,10054,2
mhs_20021,1,10011,2
mhs_20021,1,10020,2
mhs_20021,1,10038,2
mhs_20021,1,10045,2
mhs_20021,1,10104,2
mhs_20006,1,10029,1
mhs_20006,1,10055,1
mhs_20006,1,10063,1
mhs_20006,1,10073,1
mhs_20006,1,10075,1
mhs_20053,1,10047,0
mhs_20053,1,10086,0
mhs_20053,1,10094,0
mhs_20053,1,1010,0
mhs_20053,1,10100,0
mhs_20004,1,100,2
mhs_20004,1,10004,2
mhs_20004,1,10006,2
mhs_20004,1,10008,2
mhs_20004,1,10011,2
mhs_20013,1,1002,2
mhs_20013,1,1003,2
mhs_20013,1,10060,2
mhs_20013,1,10065,2
mhs_20013,1,10096,2
mhs_20055,1,1,0
mhs_20055,1,100,0
mhs_20055,1,10009,0
mhs_20055,1,10026,0
mhs_20055,1,10048,0
mhs_20064,1,10006,0
mhs_20064,1,10016,0
mhs_20064,1,10047,0
mhs_20064,1,10067,0
mhs_20064,1,10074,0
mhs_20052,1,10002,0
mhs_20052,1,10005,0
mhs_20052,1,10037,0
mhs_20052,1,10043,0
mhs_20052,1,10044,0
mhs_20024,1,10005,0
mhs_20024,1,1002,0
mhs_20024,1,1007,0
mhs_20024,1,10072,0
mhs_20024,1,10073,0
mhs_20059,1,1,0
mhs_20059,1,100,0
mhs_20059,1,10009,0
mhs_20059,1,10026,0
mhs_20059,1,10030,0
mhs_20066,1,10000,0
mhs_20066,1,10008,0
mhs_20066,1,10010,0
mhs_20066,1,10011,0
mhs_20066,1,10033,0
mhs_20008,1,10001,2
mhs_20008,1,10017,2
mhs_20008,1,10026,2
mhs_20008,1,1004,2
mhs_20008,1,10046,2
mhs_20056,1,10001,0
mhs_20056,1,10017,0
mhs_20056,1,10033,0
mhs_20056,1,10054,0
mhs_20056,1,10065,0
mhs_20067,1,10012,0
mhs_20067,1,1003,0
mhs_20067,1,1005,0
mhs_20067,1,10054,0
mhs_20067,1,10065,0
mhs_20063,1,10004,0
mhs_20063,1,10005,0
mhs_20063,1,10017,0
mhs_20063,1,1002,0
mhs_20063,1,10045,0
mhs_20062,1,10055,0
mhs_20062,1,10076,0
mhs_20062,1,10097,0
mhs_20062,1,10107,0
mhs_20062,1,1011,0
mhs_20061,1,10002,0
mhs_20061,1,10025,0
mhs_20061,1,10029,0
mhs_20061,1,10037,0
mhs_20061,1,10062,0
mhs_20015,1,10033,2
mhs_20015,1,10053,2
mhs_20015,1,10076,2
mhs_20015,1,1008,2
mhs_20015,1,10082,2
mhs_20049,1,10008,0
mhs_20049,1,10035,0
mhs_20049,1,10049,0
mhs_20049,1,10062,0
mhs_20049,1,10071,0
mhs_20048,1,10010,0
mhs_20048,1,1003,0
mhs_20048,1,10036,0
mhs_20048,1,10053,0
mhs_20048,1,10063,0
mhs_20005,1,10028,2
mhs_20005,1,10036,2
mhs_20005,1,10038,2
mhs_20005,1,10045,2
mhs_20005,1,1005,2
mhs_20065,1,10001,0
mhs_20065,1,10046,0
mhs_20065,1,10064,0
mhs_20065,1,10121,0
mhs_20065,1,10173,0
mhs_20070,1,10007,1
mhs_20070,1,10038,1
mhs_20070,1,10062,1
mhs_20070,1,10094,1
mhs_20070,1,10106,1
mhs_20058,1,10011,0
mhs_20058,1,10104,0
mhs_20058,1,10108,0
mhs_20058,1,10114,0
mhs_20058,1,10138,0
mhs_20054,1,1004,0
mhs_20054,1,10042,0
mhs_20054,1,10074,0
mhs_20054,1,10076,0
mhs_20054,1,10099,0
mhs_20035,1,1000,2
mhs_20035,1,1003,2
mhs_20035,1,10064,2
mhs_20035,1,10140,2
mhs_20035,1,10150,2
mhs_20039,1,10001,0
mhs_20039,1,10025,0
mhs_20039,1,10026,0
mhs_20039,1,10074,0
mhs_20039,1,10090,0
mhs_20030,1,10020,2
mhs_20030,1,10067,2
mhs_20030,1,1007,2
mhs_20030,1,10121,2
mhs_20030,1,10142,2
mhs_20031,1,10000,2
mhs_20031,1,10017,2
mhs_20031,1,10047,2
mhs_20031,1,1005,2
mhs_20031,1,10053,2
mhs_20043,1,10071,1
mhs_20043,1,1008,1
mhs_20043,1,10109,1
mhs_20043,1,10119,1
mhs_20043,1,10146,1
mhs_20029,1,1,2
mhs_20029,1,1002,2
mhs_20029,1,10112,2
mhs_20029,1,10158,2
mhs_20029,1,10248,2
mhs_20037,1,10055,0
mhs_20037,1,10069,0
mhs_20037,1,10081,0
mhs_20037,1,10114,0
mhs_20037,1,10130,0
mhs_20038,1,10023,1
mhs_20038,1,10063,1
mhs_20038,1,10070,1
mhs_20038,1,10133,1
mhs_20038,1,10195,1
mhs_20041,1,10009,0
mhs_20041,1,10045,0
mhs_20041,1,10073,0
mhs_20041,1,10136,0
mhs_20041,1,10169,0
mhs_20033,1,10008,2
mhs_20033,1,10010,2
mhs_20033,1,10075,2
mhs_20033,1,10086,2
mhs_20033,1,10101,2
mhs_20046,1,10011,0
mhs_20046,1,10042,0
mhs_20046,1,10104,0
mhs_20046,1,10110,0
mhs_20046,1,10117,0
mhs_20051,1,1000,0
mhs_20051,1,10004,0
mhs_20051,1,10007,0
mhs_20051,1,10016,0
mhs_20051,1,10060,0
mhs_20032,1,10029,2
mhs_20032,1,10036,2
mhs_20032,1,10099,2
mhs_20032,1,101,2
mhs_20032,1,1010,2
mhs_20027,1,10004,2
mhs_20027,1,10007,2
mhs_20027,1,10016,2
mhs_20027,1,10046,2
mhs_20027,1,10057,2
mhs_20044,1,10033,0
mhs_20044,1,10078,0
mhs_20044,1,10098,0
mhs_20044,1,10111,0
mhs_20044,1,10220,0
mhs_20028,1,100,2
mhs_20028,1,10028,2
mhs_20028,1,10049,2
mhs_20028,1,10102,2
mhs_20028,1,10124,2
mhs_20040,1,10002,1
mhs_20040,1,10048,1
mhs_20040,1,10108,1
mhs_20040,1,10144,1
mhs_20040,1,10147,1
mhs_20025,1,1001,2
mhs_20025,1,10019,2
mhs_20025,1,10038,2
mhs_20025,1,10043,2
mhs_20025,1,10044,2
mhs_20026,1,10030,2
mhs_20026,1,10065,2
mhs_20026,1,10106,2
mhs_20026,1,10113,2
mhs_20026,1,10165,2
mhs_20050,1,1001,0
mhs_20050,1,10012,0
mhs_20050,1,10038,0
mhs_20050,1,10059,0
mhs_20050,1,10066,0
mhs_20042,1,10005,0
mhs_20042,1,10006,0
mhs_20042,1,10076,0
mhs_20042,1,10135,0
mhs_20042,1,10145,0
mhs_20036,1,10089,0
mhs_20036,1,10100,0
mhs_20036,1,10115,0
mhs_20036,1,10166,0
mhs_20036,1,10266,0
mhs_32074,2,5487,0
mhs_32074,2,5620,0
mhs_32074,2,6861,0
mhs_32074,2,7262,0
mhs_32074,2,8237,0
mhs_34789,2,10753,0
mhs_34789,2,1117,0
mhs_34789,2,2071,0
mhs_34789,2,6117,0
mhs_34789,2,7457,0
mhs_31130,2,10424,2
mhs_31130,2,1105,2
mhs_31130,2,1329,2
mhs_31130,2,2675,2
mhs_31130,2,3380,2
mhs_21939,2,2451,2
mhs_21939,2,2875,2
mhs_21939,2,3191,2
mhs_21939,2,3464,2
mhs_21939,2,4165,2
mhs_30015,2,114,0
mhs_30015,2,5289,0
mhs_30015,2,7351,0
mhs_30015,2,777,0
mhs_30015,2,8926,0
mhs_21592,2,10042,2
mhs_21592,2,10212,2
mhs_21592,2,10874,2
mhs_21592,2,3146,2
mhs_21592,2,862,2
mhs_24964,2,2524,0
mhs_24964,2,5290,0
mhs_24964,2,5653,0
mhs_24964,2,7408,0
mhs_24964,2,7951,0
mhs_23262,2,10238,2
mhs_23262,2,297,2
mhs_23262,2,4380,2
mhs_23262,2,6492,2
mhs_23262,2,6873,2
mhs_36743,2,1019,0
mhs_36743,2,1370,0
mhs_36743,2,2948,0
mhs_36743,2,9365,0
mhs_36743,2,9859,0
mhs_21665,2,10534,0
mhs_21665,2,2372,0
mhs_21665,2,7128,0
mhs_21665,2,8947,0
mhs_21665,2,9854,0
mhs_30863,2,1129,2
mhs_30863,2,2268,2
mhs_30863,2,2687,2
mhs_30863,2,6158,2
mhs_30863,2,7838,2
mhs_25291,2,10836,0
mhs_25291,2,1772,0
mhs_25291,2,351,0
mhs_25291,2,7222,0
mhs_25291,2,8983,0
mhs_37785,2,10042,0
mhs_37785,2,10874,0
mhs_37785,2,2610,0
mhs_37785,2,3146,0
mhs_37785,2,862,0
mhs_28322,2,2990,0
mhs_28322,2,3104,0
mhs_28322,2,3898,0
mhs_28322,2,4144,0
mhs_28322,2,5541,0
mhs_32235,2,2524,2
mhs_32235,2,5228,2
mhs_32235,2,5653,2
mhs_32235,2,7408,2
mhs_32235,2,7951,2
mhs_37779,2,1319,2
mhs_37779,2,5113,2
mhs_37779,2,640,2
mhs_37779,2,7564,2
mhs_37779,2,8929,2
mhs_22834,2,10448,0
mhs_22834,2,10873,0
mhs_22834,2,3646,0
mhs_22834,2,4118,0
mhs_22834,2,9099,0
mhs_24310,2,10886,1
mhs_24310,2,2889,1
mhs_24310,2,3767,1
mhs_24310,2,7121,1
mhs_24310,2,855,1
mhs_31761,2,3757,0
mhs_31761,2,5012,0
mhs_31761,2,5790,0
mhs_31761,2,6341,0
mhs_31761,2,9983,0
mhs_32538,2,4797,0
mhs_32538,2,5214,0
mhs_32538,2,5224,0
mhs_32538,2,6129,0
mhs_32538,2,8913,0
mhs_34687,2,3988,0
mhs_34687,2,4905,0
mhs_34687,2,4968,0
mhs_34687,2,5598,0
mhs_34687,2,8229,0
mhs_39862,2,4315,2
mhs_39862,2,5812,2
mhs_39862,2,626,2
mhs_39862,2,7589,2
mhs_39862,2,7942,2
mhs_23353,2,1671,1
mhs_23353,2,4090,1
mhs_23353,2,415,1
mhs_23353,2,4656,1
mhs_23353,2,478,1
mhs_32543,2,10505,0
mhs_32543,2,10538,0
mhs_32543,2,1256,0
mhs_32543,2,2196,0
mhs_32543,2,2271,0
mhs_21956,2,1019,2
mhs_21956,2,10656,2
mhs_21956,2,1370,2
mhs_21956,2,2948,2
mhs_21956,2,9365,2
mhs_37675,2,2534,0
mhs_37675,2,4129,0
mhs_37675,2,474,0
mhs_37675,2,6584,0
mhs_37675,2,8355,0
mhs_37218,2,11035,0
mhs_37218,2,2016,0
mhs_37218,2,3085,0
mhs_37218,2,4914,0
mhs_37218,2,8336,0
mhs_27186,2,10042,0
mhs_27186,2,10212,0
mhs_27186,2,10874,0
mhs_27186,2,5739,0
mhs_27186,2,862,0
mhs_21708,2,2456,0
mhs_21708,2,2792,0
mhs_21708,2,2860,0
mhs_21708,2,5034,0
mhs_21708,2,8856,0
mhs_29832,2,5487,2
mhs_29832,2,5620,2
mhs_29832,2,6861,2
mhs_29832,2,7262,2
mhs_29832,2,8237,2
mhs_36637,2,1708,2
mhs_36637,2,2249,2
mhs_36637,2,3585,2
mhs_36637,2,5990,2
mhs_36637,2,6003,2
mhs_32839,2,1671,0
mhs_32839,2,2158,0
mhs_32839,2,4090,0
mhs_32839,2,415,0
mhs_32839,2,4656,0
mhs_27507,2,3353,0
mhs_27507,2,3793,0
mhs_27507,2,5014,0
mhs_27507,2,6786,0
mhs_27507,2,8181,0
mhs_28872,2,3291,1
mhs_28872,2,3738,1
mhs_28872,2,5655,1
mhs_28872,2,7251,1
mhs_28872,2,7915,1
mhs_32118,2,4905,2
mhs_32118,2,4968,2
mhs_32118,2,5855,2
mhs_32118,2,7156,2
mhs_32118,2,8229,2
mhs_29454,2,10286,0
mhs_29454,2,286,0
mhs_29454,2,6245,0
mhs_29454,2,7502,0
mhs_29454,2,7894,0
mhs_21067,2,10077,0
mhs_21067,2,4556,0
mhs_21067,2,6796,0
mhs_21067,2,7463,0
mhs_21067,2,9259,0
mhs_24646,2,3098,0
mhs_24646,2,5223,0
mhs_24646,2,6976,0
mhs_24646,2,9622,0
mhs_24646,2,9895,0
mhs_23057,2,11032,0
mhs_23057,2,4039,0
mhs_23057,2,4866,0
mhs_23057,2,762,0
mhs_23057,2,9668,0
mhs_35961,2,2065,0
mhs_35961,2,347,0
mhs_35961,2,5834,0
mhs_35961,2,6095,0
mhs_35961,2,8979,0
mhs_20682,2,1671,0
mhs_20682,2,4090,0
mhs_20682,2,415,0
mhs_20682,2,4656,0
mhs_20682,2,478,0
mhs_38160,2,1873,0
mhs_38160,2,2712,0
mhs_38160,2,3116,0
mhs_38160,2,5809,0
mhs_38160,2,6330,0
mhs_26201,2,2456,0
mhs_26201,2,2792,0
mhs_26201,2,2860,0
mhs_26201,2,5034,0
mhs_26201,2,8856,0
mhs_35489,2,2411,1
mhs_35489,2,3520,1
mhs_35489,2,7350,1
mhs_35489,2,9450,1
mhs_35489,2,9464,1
mhs_37630,2,2893,0
mhs_37630,2,4670,0
mhs_37630,2,4930,0
mhs_37630,2,5493,0
mhs_37630,2,9626,0
mhs_36447,2,6031,2
mhs_36447,2,7671,2
