item_id,majority_vote_label,score
cnn_114_sent2_CNN,1,1.0
cnn_115_sent0_CNN,0,0.0
cnn_115_sent1_CNN,0,0.0
cnn_115_sent2_CNN,0,0.0
cnn_116_sent0_CNN,1,1.0
cnn_116_sent1_CNN,1,1.0
cnn_116_sent2_CNN,0,0.0
cnn_117_sent0_CNN,1,1.0
cnn_117_sent1_CNN,0,0.0
cnn_117_sent2_CNN,1,1.0
cnn_118_sent0_CNN,0,0.0
cnn_118_sent1_CNN,0,0.0
cnn_118_sent2_CNN,0,0.0
cnn_119_sent0_CNN,1,1.0
cnn_119_sent1_CNN,1,1.0
cnn_119_sent2_CNN,0,0.0
cnn_119_sent3_CNN,1,1.0
cnn_11_sent0_CNN,1,1.0
cnn_11_sent1_CNN,0,0.0
cnn_11_sent2_CNN,1,1.0
cnn_120_sent0_CNN,1,1.0
cnn_120_sent1_CNN,1,1.0
cnn_120_sent2_CNN,1,1.0
cnn_121_sent0_CNN,1,1.0
cnn_121_sent1_CNN,1,1.0
cnn_121_sent2_CNN,0,0.0
cnn_122_sent0_CNN,0,0.0
cnn_122_sent1_CNN,1,1.0
cnn_122_sent2_CNN,1,1.0
cnn_123_sent0_CNN,1,1.0
cnn_123_sent1_CNN,1,1.0
cnn_123_sent2_CNN,0,0.0
cnn_124_sent0_CNN,1,1.0
cnn_124_sent1_CNN,1,1.0
cnn_124_sent2_CNN,1,1.0
cnn_125_sent0_CNN,1,1.0
cnn_125_sent1_CNN,1,1.0
cnn_125_sent2_CNN,1,1.0
cnn_126_sent0_CNN,1,1.0
cnn_126_sent1_CNN,1,1.0
cnn_126_sent2_CNN,1,1.0
cnn_127_sent0_CNN,1,1.0
cnn_127_sent1_CNN,1,1.0
cnn_127_sent2_CNN,1,1.0
cnn_128_sent0_CNN,1,1.0
cnn_128_sent1_CNN,0,0.0
cnn_128_sent2_CNN,0,0.0
cnn_129_sent0_CNN,0,0.0
cnn_129_sent1_CNN,1,1.0
cnn_129_sent2_CNN,0,0.0
cnn_12_sent0_CNN,1,1.0
cnn_12_sent1_CNN,1,1.0
cnn_12_sent2_CNN,1,1.0
cnn_130_sent0_CNN,1,1.0
cnn_130_sent1_CNN,1,1.0
cnn_130_sent2_CNN,0,0.0
cnn_131_sent0_CNN,1,1.0
cnn_131_sent1_CNN,1,1.0
cnn_131_sent2_CNN,1,1.0
cnn_132_sent0_CNN,1,1.0
cnn_132_sent1_CNN,1,1.0
cnn_132_sent2_CNN,1,1.0
cnn_133_sent0_CNN,1,1.0
cnn_133_sent1_CNN,1,1.0
cnn_133_sent2_CNN,1,1.0
cnn_134_sent0_CNN,1,1.0
cnn_134_sent1_CNN,0,0.0
cnn_134_sent2_CNN,1,1.0
cnn_135_sent0_CNN,1,1.0
cnn_135_sent1_CNN,1,1.0
cnn_135_sent2_CNN,1,1.0
cnn_136_sent0_CNN,1,1.0
cnn_136_sent1_CNN,1,1.0
cnn_136_sent2_CNN,0,0.0
cnn_137_sent0_CNN,1,1.0
cnn_137_sent1_CNN,0,0.0
cnn_137_sent2_CNN,0,0.0
cnn_138_sent0_CNN,1,1.0
cnn_138_sent1_CNN,1,1.0
cnn_138_sent2_CNN,1,1.0
cnn_139_sent0_CNN,1,1.0
cnn_139_sent1_CNN,0,0.0
cnn_139_sent2_CNN,0,0.0
cnn_13_sent0_CNN,1,1.0
cnn_13_sent1_CNN,1,1.0
cnn_13_sent2_CNN,1,1.0
cnn_140_sent0_CNN,1,1.0
cnn_140_sent1_CNN,1,1.0
cnn_140_sent2_CNN,1,1.0
cnn_141_sent0_CNN,1,1.0
cnn_141_sent1_CNN,1,1.0
cnn_141_sent2_CNN,1,1.0
cnn_142_sent0_CNN,1,1.0
cnn_142_sent1_CNN,1,1.0
cnn_142_sent2_CNN,1,1.0
cnn_143_sent0_CNN,1,1.0
cnn_143_sent1_CNN,0,0.0
cnn_143_sent2_CNN,0,0.0
cnn_144_sent0_CNN,1,1.0
cnn_144_sent1_CNN,1,1.0
cnn_144_sent2_CNN,1,1.0
cnn_145_sent0_CNN,1,1.0
cnn_145_sent1_CNN,1,1.0
cnn_145_sent2_CNN,1,1.0
cnn_146_sent0_CNN,1,1.0
cnn_146_sent1_CNN,1,1.0
cnn_146_sent2_CNN,1,1.0
cnn_147_sent0_CNN,1,1.0
cnn_147_sent1_CNN,1,1.0
cnn_147_sent2_CNN,0,0.0
cnn_148_sent0_CNN,1,1.0
cnn_148_sent1_CNN,1,1.0
cnn_148_sent2_CNN,0,0.0
cnn_149_sent0_CNN,0,0.0
cnn_149_sent1_CNN,1,1.0
cnn_149_sent2_CNN,0,0.0
cnn_14_sent0_CNN,0,0.0
cnn_14_sent1_CNN,1,1.0
cnn_14_sent2_CNN,1,1.0
cnn_150_sent0_CNN,1,1.0
cnn_150_sent1_CNN,1,1.0
cnn_150_sent2_CNN,1,1.0
cnn_151_sent0_CNN,1,1.0
cnn_151_sent1_CNN,1,1.0
cnn_151_sent2_CNN,1,1.0
cnn_152_sent0_CNN,1,1.0
cnn_152_sent1_CNN,1,1.0
cnn_152_sent2_CNN,1,1.0
cnn_153_sent0_CNN,0,0.0
cnn_153_sent1_CNN,1,1.0
cnn_153_sent2_CNN,0,0.0
cnn_154_sent0_CNN,0,0.0
cnn_154_sent1_CNN,0,0.0
cnn_154_sent2_CNN,0,0.0
cnn_155_sent0_CNN,1,1.0
cnn_155_sent1_CNN,0,0.0
cnn_155_sent2_CNN,0,0.0
cnn_156_sent0_CNN,1,1.0
cnn_156_sent1_CNN,0,0.0
cnn_156_sent2_CNN,1,1.0
cnn_157_sent0_CNN,1,1.0
cnn_157_sent1_CNN,1,1.0
cnn_157_sent2_CNN,0,0.0
cnn_158_sent0_CNN,1,1.0
cnn_158_sent1_CNN,1,1.0
cnn_158_sent2_CNN,0,0.0
cnn_159_sent0_CNN,1,1.0
cnn_159_sent1_CNN,1,1.0
cnn_159_sent2_CNN,1,1.0
cnn_15_sent0_CNN,1,1.0
cnn_15_sent1_CNN,1,1.0
cnn_15_sent2_CNN,0,0.0
cnn_160_sent0_CNN,1,1.0
cnn_160_sent1_CNN,1,1.0
cnn_160_sent2_CNN,1,1.0
cnn_161_sent0_CNN,0,0.0
cnn_161_sent1_CNN,1,1.0
cnn_161_sent2_CNN,1,1.0
cnn_161_sent3_CNN,1,1.0
cnn_162_sent0_CNN,1,1.0
cnn_162_sent1_CNN,0,0.0
cnn_162_sent2_CNN,1,1.0
cnn_163_sent0_CNN,1,1.0
cnn_163_sent1_CNN,1,1.0
cnn_163_sent2_CNN,0,0.0
cnn_163_sent3_CNN,1,1.0
cnn_164_sent0_CNN,0,0.0
cnn_164_sent1_CNN,1,1.0
cnn_164_sent2_CNN,0,0.0
cnn_165_sent0_CNN,1,1.0
cnn_165_sent1_CNN,0,0.0
cnn_165_sent2_CNN,1,1.0
cnn_166_sent0_CNN,0,0.0
cnn_166_sent1_CNN,1,1.0
cnn_166_sent2_CNN,0,0.0
cnn_167_sent0_CNN,1,1.0
cnn_167_sent1_CNN,1,1.0
cnn_167_sent2_CNN,1,1.0
cnn_168_sent0_CNN,1,1.0
cnn_168_sent1_CNN,1,1.0
cnn_168_sent2_CNN,0,0.0
cnn_169_sent0_CNN,0,0.0
cnn_169_sent1_CNN,1,1.0
cnn_169_sent2_CNN,0,0.0
cnn_16_sent0_CNN,0,0.0
cnn_16_sent1_CNN,0,0.0
cnn_16_sent2_CNN,0,0.0
cnn_170_sent0_CNN,1,1.0
cnn_170_sent1_CNN,0,0.0
cnn_170_sent2_CNN,0,0.0
cnn_171_sent0_CNN,1,1.0
cnn_171_sent1_CNN,1,1.0
cnn_171_sent2_CNN,1,1.0
cnn_172_sent0_CNN,1,1.0
cnn_172_sent1_CNN,0,0.0
cnn_172_sent2_CNN,1,1.0
cnn_173_sent0_CNN,1,1.0
cnn_173_sent1_CNN,1,1.0
cnn_173_sent2_CNN,0,0.0
cnn_174_sent0_CNN,1,1.0
cnn_174_sent1_CNN,1,1.0
cnn_174_sent2_CNN,1,1.0
cnn_175_sent0_CNN,1,1.0
cnn_175_sent1_CNN,1,1.0
cnn_175_sent2_CNN,1,1.0
cnn_176_sent0_CNN,1,1.0
cnn_176_sent1_CNN,1,1.0
cnn_176_sent2_CNN,1,1.0
cnn_177_sent0_CNN,1,1.0
cnn_177_sent1_CNN,1,1.0
cnn_177_sent2_CNN,1,1.0
cnn_178_sent0_CNN,1,1.0
cnn_178_sent1_CNN,1,1.0
cnn_178_sent2_CNN,1,1.0
cnn_179_sent0_CNN,1,1.0
cnn_179_sent1_CNN,1,1.0
cnn_179_sent2_CNN,1,1.0
cnn_17_sent0_CNN,1,1.0
cnn_17_sent1_CNN,1,1.0
cnn_17_sent2_CNN,0,0.0
cnn_180_sent0_CNN,1,1.0
cnn_180_sent1_CNN,1,1.0
cnn_180_sent2_CNN,1,1.0
cnn_181_sent0_CNN,1,1.0
cnn_181_sent1_CNN,1,1.0
cnn_181_sent2_CNN,0,0.0
cnn_182_sent0_CNN,1,1.0
cnn_182_sent1_CNN,1,1.0
cnn_182_sent2_CNN,1,1.0
cnn_183_sent0_CNN,1,1.0
cnn_183_sent1_CNN,1,1.0
cnn_183_sent2_CNN,1,1.0
cnn_183_sent3_CNN,1,1.0
cnn_184_sent0_CNN,1,1.0
cnn_184_sent1_CNN,1,1.0
cnn_184_sent2_CNN,1,1.0
cnn_185_sent0_CNN,1,1.0
cnn_185_sent1_CNN,1,1.0
cnn_185_sent2_CNN,1,1.0
cnn_186_sent0_CNN,1,1.0
cnn_186_sent1_CNN,1,1.0
cnn_186_sent2_CNN,1,1.0
cnn_187_sent0_CNN,1,1.0
cnn_187_sent1_CNN,1,1.0
cnn_187_sent2_CNN,1,1.0
cnn_188_sent0_CNN,1,1.0
cnn_188_sent1_CNN,1,1.0
cnn_188_sent2_CNN,0,0.0
cnn_189_sent0_CNN,1,1.0
cnn_189_sent1_CNN,1,1.0
cnn_189_sent2_CNN,0,0.0
cnn_189_sent3_CNN,0,0.0
cnn_18_sent0_CNN,1,1.0
cnn_18_sent1_CNN,1,1.0
cnn_18_sent2_CNN,1,1.0
cnn_190_sent0_CNN,1,1.0
cnn_190_sent1_CNN,1,1.0
cnn_190_sent2_CNN,0,0.0
cnn_191_sent0_CNN,1,1.0
cnn_191_sent1_CNN,1,1.0
cnn_191_sent2_CNN,1,1.0
cnn_192_sent0_CNN,1,1.0
cnn_192_sent1_CNN,1,1.0
cnn_192_sent2_CNN,1,1.0
cnn_193_sent0_CNN,1,1.0
cnn_193_sent1_CNN,0,0.0
cnn_193_sent2_CNN,1,1.0
cnn_194_sent0_CNN,1,1.0
cnn_194_sent1_CNN,1,1.0
cnn_194_sent2_CNN,0,0.0
cnn_195_sent0_CNN,1,1.0
cnn_195_sent1_CNN,1,1.0
cnn_195_sent2_CNN,1,1.0
cnn_196_sent0_CNN,0,0.0
cnn_196_sent1_CNN,1,1.0
cnn_196_sent2_CNN,0,0.0
cnn_197_sent0_CNN,1,1.0
cnn_197_sent1_CNN,1,1.0
cnn_197_sent2_CNN,0,0.0
cnn_198_sent0_CNN,1,1.0
cnn_198_sent1_CNN,1,1.0
cnn_198_sent2_CNN,0,0.0
cnn_199_sent0_CNN,1,1.0
cnn_199_sent1_CNN,1,1.0
cnn_199_sent2_CNN,1,1.0
cnn_19_sent0_CNN,1,1.0
cnn_19_sent1_CNN,1,1.0
cnn_19_sent2_CNN,0,0.0
cnn_1_sent0_CNN,1,1.0
cnn_1_sent1_CNN,1,1.0
cnn_1_sent2_CNN,1,1.0
cnn_200_sent0_CNN,0,0.0
cnn_200_sent1_CNN,1,1.0
cnn_200_sent2_CNN,1,1.0
cnn_201_sent0_CNN,1,1.0
cnn_201_sent1_CNN,1,1.0
cnn_201_sent2_CNN,0,0.0
cnn_202_sent0_CNN,1,1.0
cnn_202_sent1_CNN,0,0.0
cnn_202_sent2_CNN,0,0.0
cnn_203_sent0_CNN,1,1.0
cnn_203_sent1_CNN,1,1.0
cnn_203_sent2_CNN,0,0.0
cnn_204_sent0_CNN,1,1.0
cnn_204_sent1_CNN,1,1.0
cnn_204_sent2_CNN,1,1.0
cnn_205_sent0_CNN,1,1.0
cnn_205_sent1_CNN,0,0.0
cnn_205_sent2_CNN,1,1.0
cnn_206_sent0_CNN,1,1.0
cnn_206_sent1_CNN,1,1.0
cnn_206_sent2_CNN,1,1.0
cnn_207_sent0_CNN,1,1.0
cnn_207_sent1_CNN,1,1.0
cnn_207_sent2_CNN,1,1.0
cnn_208_sent0_CNN,1,1.0
cnn_208_sent1_CNN,1,1.0
cnn_208_sent2_CNN,1,1.0
cnn_209_sent0_CNN,1,1.0
cnn_209_sent1_CNN,1,1.0
cnn_209_sent2_CNN,1,1.0
cnn_20_sent0_CNN,1,1.0
cnn_20_sent1_CNN,1,1.0
cnn_20_sent2_CNN,1,1.0
cnn_210_sent0_CNN,1,1.0
cnn_210_sent1_CNN,1,1.0
cnn_210_sent2_CNN,1,1.0
cnn_211_sent0_CNN,1,1.0
cnn_211_sent1_CNN,1,1.0
cnn_211_sent2_CNN,1,1.0
cnn_212_sent0_CNN,1,1.0
cnn_212_sent1_CNN,1,1.0
cnn_212_sent2_CNN,0,0.0
cnn_213_sent0_CNN,0,0.0
cnn_213_sent1_CNN,0,0.0
cnn_213_sent2_CNN,1,1.0
cnn_214_sent0_CNN,1,1.0
cnn_214_sent1_CNN,0,0.0
cnn_214_sent2_CNN,1,1.0
cnn_215_sent0_CNN,1,1.0
cnn_215_sent1_CNN,1,1.0
cnn_215_sent2_CNN,1,1.0
cnn_216_sent0_CNN,1,1.0
cnn_216_sent1_CNN,1,1.0
cnn_216_sent2_CNN,0,0.0
cnn_217_sent0_CNN,0,0.0
cnn_217_sent1_CNN,0,0.0
cnn_217_sent2_CNN,0,0.0
cnn_218_sent0_CNN,1,1.0
cnn_218_sent1_CNN,1,1.0
cnn_218_sent2_CNN,1,1.0
cnn_219_sent0_CNN,1,1.0
cnn_219_sent1_CNN,1,1.0
cnn_219_sent2_CNN,1,1.0
cnn_21_sent0_CNN,0,0.0
cnn_21_sent1_CNN,0,0.0
cnn_21_sent2_CNN,0,0.0
cnn_220_sent0_CNN,1,1.0
cnn_220_sent1_CNN,1,1.0
cnn_220_sent2_CNN,1,1.0
cnn_221_sent0_CNN,1,1.0
cnn_221_sent1_CNN,1,1.0
cnn_221_sent2_CNN,0,0.0
cnn_222_sent0_CNN,0,0.0
cnn_222_sent1_CNN,0,0.0
cnn_222_sent2_CNN,0,0.0
cnn_223_sent0_CNN,1,1.0
cnn_223_sent1_CNN,1,1.0
cnn_223_sent2_CNN,1,1.0
cnn_224_sent0_CNN,0,0.0
cnn_224_sent1_CNN,0,0.0
cnn_224_sent2_CNN,1,1.0
cnn_225_sent0_CNN,1,1.0
cnn_225_sent1_CNN,1,1.0
cnn_225_sent2_CNN,0,0.0
cnn_226_sent0_CNN,1,1.0
cnn_226_sent1_CNN,1,1.0
cnn_226_sent2_CNN,1,1.0
cnn_227_sent0_CNN,1,1.0
cnn_227_sent1_CNN,1,1.0
cnn_227_sent2_CNN,1,1.0
cnn_227_sent3_CNN,1,1.0
cnn_228_sent0_CNN,1,1.0
cnn_228_sent1_CNN,1,1.0
cnn_228_sent2_CNN,0,0.0
cnn_229_sent0_CNN,1,1.0
cnn_229_sent1_CNN,1,1.0
cnn_229_sent2_CNN,1,1.0
cnn_22_sent0_CNN,1,1.0
cnn_22_sent1_CNN,0,0.0
cnn_22_sent2_CNN,0,0.0
cnn_22_sent3_CNN,1,1.0
cnn_230_sent0_CNN,0,0.0
cnn_230_sent1_CNN,0,0.0
cnn_230_sent2_CNN,0,0.0
cnn_231_sent0_CNN,1,1.0
cnn_231_sent1_CNN,0,0.0
cnn_231_sent2_CNN,0,0.0
cnn_232_sent0_CNN,0,0.0
cnn_232_sent1_CNN,1,1.0
cnn_232_sent2_CNN,1,1.0
cnn_233_sent0_CNN,1,1.0
cnn_233_sent1_CNN,0,0.0
cnn_233_sent2_CNN,1,1.0
cnn_234_sent0_CNN,0,0.0
cnn_234_sent1_CNN,1,1.0
cnn_234_sent2_CNN,1,1.0
cnn_235_sent0_CNN,1,1.0
cnn_235_sent1_CNN,1,1.0
cnn_235_sent2_CNN,1,1.0
cnn_23_sent0_CNN,1,1.0
cnn_23_sent1_CNN,1,1.0
cnn_23_sent2_CNN,1,1.0
cnn_24_sent0_CNN,1,1.0
cnn_24_sent1_CNN,1,1.0
cnn_24_sent2_CNN,1,1.0
cnn_25_sent0_CNN,1,1.0
cnn_25_sent1_CNN,1,1.0
cnn_25_sent2_CNN,1,1.0
cnn_26_sent0_CNN,0,0.0
cnn_26_sent1_CNN,0,0.0
cnn_26_sent2_CNN,0,0.0
cnn_27_sent0_CNN,0,0.0
cnn_27_sent1_CNN,1,1.0
cnn_27_sent2_CNN,1,1.0
cnn_28_sent0_CNN,1,1.0
cnn_28_sent1_CNN,1,1.0
cnn_28_sent2_CNN,1,1.0
cnn_29_sent0_CNN,1,1.0
cnn_29_sent1_CNN,0,0.0
cnn_29_sent2_CNN,1,1.0
cnn_2_sent0_CNN,1,1.0
cnn_2_sent1_CNN,1,1.0
cnn_2_sent2_CNN,1,1.0
cnn_30_sent0_CNN,1,1.0
cnn_30_sent1_CNN,1,1.0
cnn_30_sent2_CNN,1,1.0
cnn_31_sent0_CNN,1,1.0
cnn_31_sent1_CNN,1,1.0
cnn_31_sent2_CNN,1,1.0
cnn_32_sent0_CNN,1,1.0
cnn_32_sent1_CNN,1,1.0
cnn_32_sent2_CNN,1,1.0
cnn_33_sent0_CNN,1,1.0
cnn_33_sent1_CNN,1,1.0
cnn_33_sent2_CNN,0,0.0
cnn_34_sent0_CNN,0,0.0
cnn_34_sent1_CNN,1,1.0
cnn_34_sent2_CNN,1,1.0
cnn_35_sent0_CNN,1,1.0
cnn_35_sent1_CNN,1,1.0
cnn_35_sent2_CNN,1,1.0
cnn_36_sent0_CNN,1,1.0
cnn_36_sent1_CNN,1,1.0
cnn_36_sent2_CNN,0,0.0
cnn_37_sent0_CNN,1,1.0
cnn_37_sent1_CNN,1,1.0
cnn_37_sent2_CNN,1,1.0
cnn_38_sent0_CNN,1,1.0
cnn_38_sent1_CNN,0,0.0
cnn_38_sent2_CNN,1,1.0
cnn_39_sent0_CNN,1,1.0
cnn_39_sent1_CNN,1,1.0
cnn_39_sent2_CNN,0,0.0
cnn_3_sent0_CNN,1,1.0
cnn_3_sent1_CNN,0,0.0
cnn_3_sent2_CNN,1,1.0
cnn_40_sent0_CNN,1,1.0
cnn_40_sent1_CNN,1,1.0
cnn_40_sent2_CNN,1,1.0
cnn_41_sent0_CNN,1,1.0
cnn_41_sent1_CNN,1,1.0
cnn_41_sent2_CNN,1,1.0
cnn_42_sent0_CNN,0,0.0
cnn_42_sent1_CNN,0,0.0
cnn_42_sent2_CNN,0,0.0
cnn_43_sent0_CNN,1,1.0
cnn_43_sent1_CNN,1,1.0
cnn_43_sent2_CNN,1,1.0
cnn_44_sent0_CNN,1,1.0
cnn_44_sent1_CNN,1,1.0
cnn_44_sent2_CNN,1,1.0
cnn_45_sent0_CNN,1,1.0
cnn_45_sent1_CNN,1,1.0
cnn_45_sent2_CNN,1,1.0
cnn_46_sent0_CNN,1,1.0
cnn_46_sent1_CNN,1,1.0
cnn_46_sent2_CNN,1,1.0
cnn_47_sent0_CNN,1,1.0
cnn_47_sent1_CNN,1,1.0
cnn_47_sent2_CNN,1,1.0
cnn_48_sent0_CNN,1,1.0
cnn_48_sent1_CNN,0,0.0
cnn_48_sent2_CNN,1,1.0
cnn_49_sent0_CNN,1,1.0
cnn_49_sent1_CNN,1,1.0
cnn_49_sent2_CNN,1,1.0
cnn_4_sent0_CNN,1,1.0
cnn_4_sent1_CNN,1,1.0
cnn_4_sent2_CNN,0,0.0
cnn_50_sent0_CNN,1,1.0
cnn_50_sent1_CNN,1,1.0
cnn_50_sent2_CNN,0,0.0
cnn_51_sent0_CNN,1,1.0
cnn_51_sent1_CNN,1,1.0
cnn_51_sent2_CNN,1,1.0
cnn_52_sent0_CNN,1,1.0
cnn_52_sent1_CNN,1,1.0
cnn_52_sent2_CNN,0,0.0
cnn_53_sent0_CNN,1,1.0
cnn_53_sent1_CNN,1,1.0
cnn_53_sent2_CNN,1,1.0
cnn_54_sent0_CNN,0,0.0
cnn_54_sent1_CNN,1,1.0
cnn_54_sent2_CNN,1,1.0
cnn_55_sent0_CNN,1,1.0
cnn_55_sent1_CNN,1,1.0
cnn_55_sent2_CNN,1,1.0
cnn_56_sent0_CNN,0,0.0
cnn_56_sent1_CNN,1,1.0
cnn_56_sent2_CNN,0,0.0
cnn_57_sent0_CNN,1,1.0
cnn_57_sent1_CNN,1,1.0
cnn_57_sent2_CNN,1,1.0
cnn_58_sent0_CNN,1,1.0
cnn_58_sent1_CNN,1,1.0
cnn_58_sent2_CNN,1,1.0
cnn_59_sent0_CNN,1,1.0
cnn_59_sent1_CNN,1,1.0
cnn_59_sent2_CNN,1,1.0
cnn_5_sent0_CNN,1,1.0
cnn_5_sent1_CNN,0,0.0
cnn_5_sent2_CNN,0,0.0
cnn_60_sent0_CNN,0,0.0
cnn_60_sent1_CNN,1,1.0
cnn_60_sent2_CNN,0,0.0
cnn_61_sent0_CNN,1,1.0
cnn_61_sent1_CNN,0,0.0
cnn_61_sent2_CNN,0,0.0
cnn_62_sent0_CNN,1,1.0
cnn_62_sent1_CNN,1,1.0
cnn_62_sent2_CNN,0,0.0
cnn_63_sent0_CNN,0,0.0
cnn_63_sent1_CNN,1,1.0
cnn_63_sent2_CNN,0,0.0
cnn_64_sent0_CNN,1,1.0
cnn_64_sent1_CNN,1,1.0
cnn_64_sent2_CNN,1,1.0
cnn_65_sent0_CNN,1,1.0
cnn_65_sent1_CNN,0,0.0
cnn_65_sent2_CNN,1,1.0
cnn_66_sent0_CNN,1,1.0
cnn_66_sent1_CNN,1,1.0
cnn_66_sent2_CNN,0,0.0
cnn_67_sent0_CNN,1,1.0
cnn_67_sent1_CNN,1,1.0
cnn_67_sent2_CNN,1,1.0
cnn_68_sent0_CNN,1,1.0
cnn_68_sent1_CNN,1,1.0
cnn_68_sent2_CNN,0,0.0
cnn_69_sent0_CNN,1,1.0
cnn_69_sent1_CNN,1,1.0
cnn_69_sent2_CNN,1,1.0
cnn_6_sent0_CNN,1,1.0
cnn_6_sent1_CNN,1,1.0
cnn_6_sent2_CNN,1,1.0
cnn_70_sent0_CNN,0,0.0
cnn_70_sent1_CNN,1,1.0
cnn_70_sent2_CNN,1,1.0
cnn_71_sent0_CNN,1,1.0
cnn_71_sent1_CNN,1,1.0
cnn_71_sent2_CNN,0,0.0
cnn_72_sent0_CNN,1,1.0
cnn_72_sent1_CNN,1,1.0
cnn_72_sent2_CNN,1,1.0
cnn_73_sent0_CNN,0,0.0
cnn_73_sent1_CNN,1,1.0
cnn_73_sent2_CNN,0,0.0
cnn_74_sent0_CNN,1,1.0
cnn_74_sent1_CNN,1,1.0
cnn_74_sent2_CNN,1,1.0
cnn_75_sent0_CNN,1,1.0
cnn_75_sent1_CNN,1,1.0
cnn_75_sent2_CNN,1,1.0
cnn_76_sent0_CNN,1,1.0
cnn_76_sent1_CNN,1,1.0
cnn_76_sent2_CNN,1,1.0
cnn_77_sent0_CNN,1,1.0
cnn_77_sent1_CNN,0,0.0
cnn_77_sent2_CNN,0,0.0
cnn_78_sent0_CNN,1,1.0
cnn_78_sent1_CNN,1,1.0
cnn_78_sent2_CNN,1,1.0
cnn_79_sent0_CNN,1,1.0
cnn_79_sent1_CNN,0,0.0
cnn_79_sent2_CNN,0,0.0
cnn_7_sent0_CNN,1,1.0
cnn_7_sent1_CNN,1,1.0
cnn_7_sent2_CNN,1,1.0
cnn_80_sent0_CNN,1,1.0
cnn_80_sent1_CNN,1,1.0
cnn_80_sent2_CNN,1,1.0
cnn_81_sent0_CNN,1,1.0
cnn_81_sent1_CNN,1,1.0
cnn_81_sent2_CNN,0,0.0
cnn_82_sent0_CNN,0,0.0
cnn_82_sent1_CNN,0,0.0
cnn_82_sent2_CNN,0,0.0
cnn_83_sent0_CNN,1,1.0
cnn_83_sent1_CNN,1,1.0
cnn_83_sent2_CNN,1,1.0
cnn_84_sent0_CNN,0,0.0
cnn_84_sent1_CNN,0,0.0
cnn_84_sent2_CNN,0,0.0
cnn_85_sent0_CNN,1,1.0
cnn_85_sent1_CNN,1,1.0
cnn_85_sent2_CNN,1,1.0
cnn_86_sent0_CNN,1,1.0
cnn_86_sent1_CNN,1,1.0
cnn_86_sent2_CNN,1,1.0
cnn_87_sent0_CNN,1,1.0
cnn_87_sent1_CNN,1,1.0
cnn_87_sent2_CNN,0,0.0
cnn_88_sent0_CNN,1,1.0
cnn_88_sent1_CNN,1,1.0
cnn_88_sent2_CNN,1,1.0
cnn_89_sent0_CNN,1,1.0
cnn_89_sent1_CNN,1,1.0
cnn_89_sent2_CNN,0,0.0
cnn_8_sent0_CNN,1,1.0
cnn_8_sent1_CNN,1,1.0
cnn_8_sent2_CNN,1,1.0
cnn_90_sent0_CNN,0,0.0
cnn_90_sent1_CNN,0,0.0
cnn_90_sent2_CNN,0,0.0
cnn_91_sent0_CNN,1,1.0
cnn_91_sent1_CNN,1,1.0
cnn_91_sent2_CNN,0,0.0
cnn_92_sent0_CNN,0,0.0
cnn_92_sent1_CNN,0,0.0
cnn_92_sent2_CNN,0,0.0
cnn_93_sent0_CNN,1,1.0
cnn_93_sent1_CNN,1,1.0
cnn_93_sent2_CNN,1,1.0
cnn_94_sent0_CNN,1,1.0
cnn_94_sent1_CNN,1,1.0
cnn_94_sent2_CNN,1,1.0
cnn_95_sent0_CNN,1,1.0
cnn_95_sent1_CNN,0,0.0
