item_id,majority_vote_label,score
convabuse_147690.0_E.L.I.Z.A.,0,0.0
convabuse_147735.0_E.L.I.Z.A.,1,0.5
convabuse_147994.0_E.L.I.Z.A.,1,0.5
convabuse_148035.0_E.L.I.Z.A.,0,0.0
convabuse_148107.0_E.L.I.Z.A.,0,0.0
convabuse_148199.0_E.L.I.Z.A.,0,0.0
convabuse_148981.0_E.L.I.Z.A.,0,0.0
convabuse_149148.0_E.L.I.Z.A.,0,0.0
convabuse_149216.0_E.L.I.Z.A.,0,0.0
convabuse_149769.0_E.L.I.Z.A.,0,0.0
convabuse_149861.0_E.L.I.Z.A.,0,0.0
convabuse_150100.0_E.L.I.Z.A.,2,1.0
convabuse_150152.0_E.L.I.Z.A.,0,0.0
convabuse_150182.0_E.L.I.Z.A.,0,0.0
convabuse_150199.0_E.L.I.Z.A.,0,0.0
convabuse_150361.0_E.L.I.Z.A.,2,1.0
convabuse_150441.0_E.L.I.Z.A.,0,0.0
convabuse_150723.0_E.L.I.Z.A.,1,0.5
convabuse_151059.0_E.L.I.Z.A.,1,0.5
convabuse_151072.0_E.L.I.Z.A.,1,0.5
convabuse_151415.0_E.L.I.Z.A.,0,0.0
convabuse_151943.0_E.L.I.Z.A.,0,0.0
convabuse_152019.0_E.L.I.Z.A.,0,0.0
convabuse_152353.0_E.L.I.Z.A.,2,1.0
convabuse_152681.0_E.L.I.Z.A.,2,1.0
convabuse_152923.0_E.L.I.Z.A.,0,0.0
convabuse_153133.0_E.L.I.Z.A.,0,0.0
convabuse_153393.0_E.L.I.Z.A.,0,0.0
convabuse_153646.0_E.L.I.Z.A.,0,0.0
convabuse_153687.0_E.L.I.Z.A.,0,0.0
convabuse_153965.0_E.L.I.Z.A.,0,0.0
convabuse_154012.0_E.L.I.Z.A.,0,0.0
convabuse_154031.0_E.L.I.Z.A.,0,0.0
convabuse_154185.0_E.L.I.Z.A.,0,0.0
convabuse_154613.0_E.L.I.Z.A.,2,1.0
convabuse_15565.0_E.L.I.Z.A.,0,0.0
convabuse_156147.0_E.L.I.Z.A.,1,0.5
convabuse_156391.0_E.L.I.Z.A.,0,0.0
convabuse_156404.0_E.L.I.Z.A.,2,1.0
convabuse_156666.0_E.L.I.Z.A.,0,0.0
convabuse_157054.0_E.L.I.Z.A.,0,0.0
convabuse_157095.0_E.L.I.Z.A.,2,1.0
convabuse_157456.0_E.L.I.Z.A.,0,0.0
convabuse_157629.0_E.L.I.Z.A.,0,0.0
convabuse_157718.0_E.L.I.Z.A.,0,0.0
convabuse_158208.0_E.L.I.Z.A.,0,0.0
convabuse_158962.0_E.L.I.Z.A.,0,0.0
convabuse_159004.0_E.L.I.Z.A.,0,0.0
convabuse_159168.0_E.L.I.Z.A.,0,0.0
convabuse_159183.0_E.L.I.Z.A.,0,0.0
convabuse_15971.0_E.L.I.Z.A.,1,0.5
convabuse_159832.0_E.L.I.Z.A.,2,1.0
convabuse_1599192453538535_CarbonBot,0,0.0
convabuse_160094.0_E.L.I.Z.A.,2,1.0
convabuse_160670.0_E.L.I.Z.A.,0,0.0
convabuse_161249.0_E.L.I.Z.A.,2,1.0
convabuse_161504.0_E.L.I.Z.A.,0,0.0
convabuse_161516.0_E.L.I.Z.A.,2,1.0
convabuse_162073.0_E.L.I.Z.A.,1,0.5
convabuse_162222.0_E.L.I.Z.A.,1,0.5
convabuse_162373.0_E.L.I.Z.A.,1,0.5
convabuse_162590.0_E.L.I.Z.A.,1,0.5
convabuse_162728.0_E.L.I.Z.A.,1,0.5
convabuse_163679.0_E.L.I.Z.A.,0,0.0
convabuse_163779.0_E.L.I.Z.A.,0,0.0
convabuse_163833.0_E.L.I.Z.A.,0,0.0
convabuse_16399.0_E.L.I.Z.A.,0,0.0
convabuse_164070.0_E.L.I.Z.A.,0,0.0
convabuse_164323.0_E.L.I.Z.A.,0,0.0
convabuse_164337.0_E.L.I.Z.A.,2,1.0
convabuse_1643410265782865_CarbonBot,0,0.0
convabuse_164349.0_E.L.I.Z.A.,0,0.0
convabuse_164601.0_E.L.I.Z.A.,0,0.0
convabuse_165144.0_E.L.I.Z.A.,0,0.0
convabuse_165581.0_E.L.I.Z.A.,0,0.0
convabuse_166192.0_E.L.I.Z.A.,0,0.0
convabuse_166261.0_E.L.I.Z.A.,0,0.0
convabuse_166733.0_E.L.I.Z.A.,0,0.0
convabuse_166792.0_E.L.I.Z.A.,0,0.0
convabuse_16686.0_E.L.I.Z.A.,0,0.0
convabuse_167036.0_E.L.I.Z.A.,0,0.0
convabuse_167174.0_E.L.I.Z.A.,0,0.0
convabuse_16728.0_E.L.I.Z.A.,0,0.0
convabuse_167362.0_E.L.I.Z.A.,0,0.0
convabuse_167379.0_E.L.I.Z.A.,0,0.0
convabuse_167476.0_E.L.I.Z.A.,0,0.0
convabuse_167913.0_E.L.I.Z.A.,0,0.0
convabuse_167983.0_E.L.I.Z.A.,0,0.0
convabuse_16802.0_E.L.I.Z.A.,0,0.0
convabuse_168116.0_E.L.I.Z.A.,0,0.0
convabuse_1682471511877636_CarbonBot,0,0.0
convabuse_168425.0_E.L.I.Z.A.,0,0.0
convabuse_168428.0_E.L.I.Z.A.,2,1.0
convabuse_168518.0_E.L.I.Z.A.,0,0.0
convabuse_16885.0_E.L.I.Z.A.,0,0.0
convabuse_16962.0_E.L.I.Z.A.,0,0.0
convabuse_170123.0_E.L.I.Z.A.,0,0.0
convabuse_170219.0_E.L.I.Z.A.,0,0.0
convabuse_170220.0_E.L.I.Z.A.,0,0.0
convabuse_17026.0_E.L.I.Z.A.,0,0.0
convabuse_17039.0_E.L.I.Z.A.,0,0.0
convabuse_170648.0_E.L.I.Z.A.,1,0.5
convabuse_170961.0_E.L.I.Z.A.,2,1.0
convabuse_171012.0_E.L.I.Z.A.,0,0.0
convabuse_17111.0_E.L.I.Z.A.,0,0.0
convabuse_171416.0_E.L.I.Z.A.,0,0.0
convabuse_171459.0_E.L.I.Z.A.,0,0.0
convabuse_171483.0_E.L.I.Z.A.,0,0.0
convabuse_171837.0_E.L.I.Z.A.,0,0.0
convabuse_171952.0_E.L.I.Z.A.,0,0.0
convabuse_172128.0_E.L.I.Z.A.,1,0.5
convabuse_172430.0_E.L.I.Z.A.,0,0.0
convabuse_17255.0_E.L.I.Z.A.,0,0.0
convabuse_172597.0_E.L.I.Z.A.,0,0.0
convabuse_173762.0_E.L.I.Z.A.,0,0.0
convabuse_174122.0_E.L.I.Z.A.,0,0.0
convabuse_174307.0_E.L.I.Z.A.,0,0.0
convabuse_174541.0_E.L.I.Z.A.,0,0.0
convabuse_174666.0_E.L.I.Z.A.,2,1.0
convabuse_174675.0_E.L.I.Z.A.,0,0.0
convabuse_174737.0_E.L.I.Z.A.,0,0.0
convabuse_174851.0_E.L.I.Z.A.,0,0.0
convabuse_174981.0_E.L.I.Z.A.,0,0.0
convabuse_175144.0_E.L.I.Z.A.,0,0.0
convabuse_175495.0_E.L.I.Z.A.,0,0.0
convabuse_175664.0_E.L.I.Z.A.,0,0.0
convabuse_175786.0_E.L.I.Z.A.,1,0.5
convabuse_176054.0_E.L.I.Z.A.,0,0.0
convabuse_176088.0_E.L.I.Z.A.,0,0.0
convabuse_176199.0_E.L.I.Z.A.,0,0.0
convabuse_176645.0_E.L.I.Z.A.,0,0.0
convabuse_176944.0_E.L.I.Z.A.,0,0.0
convabuse_177062.0_E.L.I.Z.A.,0,0.0
convabuse_177182.0_E.L.I.Z.A.,0,0.0
convabuse_177520.0_E.L.I.Z.A.,0,0.0
convabuse_177690.0_E.L.I.Z.A.,0,0.0
convabuse_178592.0_E.L.I.Z.A.,0,0.0
convabuse_178819.0_E.L.I.Z.A.,0,0.0
convabuse_178821.0_E.L.I.Z.A.,0,0.0
convabuse_17890.0_E.L.I.Z.A.,0,0.0
convabuse_179574.0_E.L.I.Z.A.,0,0.0
convabuse_179647.0_E.L.I.Z.A.,0,0.0
convabuse_179789.0_E.L.I.Z.A.,0,0.0
convabuse_179876.0_E.L.I.Z.A.,0,0.0
convabuse_180251.0_E.L.I.Z.A.,0,0.0
convabuse_180439.0_E.L.I.Z.A.,0,0.0
convabuse_180486.0_E.L.I.Z.A.,0,0.0
convabuse_180804.0_E.L.I.Z.A.,0,0.0
convabuse_180856.0_E.L.I.Z.A.,2,1.0
convabuse_18089.0_E.L.I.Z.A.,0,0.0
convabuse_180978.0_E.L.I.Z.A.,1,0.5
convabuse_181000.0_E.L.I.Z.A.,2,1.0
convabuse_181413.0_E.L.I.Z.A.,0,0.0
convabuse_181717.0_E.L.I.Z.A.,0,0.0
convabuse_181740.0_E.L.I.Z.A.,0,0.0
convabuse_181902.0_E.L.I.Z.A.,0,0.0
convabuse_181924.0_E.L.I.Z.A.,0,0.0
convabuse_181925.0_E.L.I.Z.A.,2,1.0
convabuse_181939.0_E.L.I.Z.A.,2,1.0
convabuse_182051.0_E.L.I.Z.A.,0,0.0
convabuse_182087.0_E.L.I.Z.A.,0,0.0
convabuse_18218.0_E.L.I.Z.A.,0,0.0
convabuse_182328.0_E.L.I.Z.A.,0,0.0
convabuse_182342.0_E.L.I.Z.A.,0,0.0
convabuse_182683.0_E.L.I.Z.A.,0,0.0
convabuse_182997.0_E.L.I.Z.A.,0,0.0
convabuse_183106.0_E.L.I.Z.A.,0,0.0
convabuse_183144.0_E.L.I.Z.A.,0,0.0
convabuse_183996.0_E.L.I.Z.A.,0,0.0
convabuse_184037.0_E.L.I.Z.A.,0,0.0
convabuse_184054.0_E.L.I.Z.A.,0,0.0
convabuse_184101.0_E.L.I.Z.A.,0,0.0
convabuse_184194.0_E.L.I.Z.A.,2,1.0
convabuse_184331.0_E.L.I.Z.A.,0,0.0
convabuse_184469.0_E.L.I.Z.A.,0,0.0
convabuse_184801.0_E.L.I.Z.A.,0,0.0
convabuse_184937.0_E.L.I.Z.A.,0,0.0
convabuse_185012.0_E.L.I.Z.A.,0,0.0
convabuse_185953.0_E.L.I.Z.A.,0,0.0
convabuse_186519.0_E.L.I.Z.A.,0,0.0
convabuse_186545.0_E.L.I.Z.A.,2,1.0
convabuse_186584.0_E.L.I.Z.A.,0,0.0
convabuse_186897.0_E.L.I.Z.A.,0,0.0
convabuse_187058.0_E.L.I.Z.A.,0,0.0
convabuse_18708.0_E.L.I.Z.A.,0,0.0
convabuse_187142.0_E.L.I.Z.A.,0,0.0
convabuse_18719.0_E.L.I.Z.A.,0,0.0
convabuse_187478.0_E.L.I.Z.A.,0,0.0
convabuse_187527.0_E.L.I.Z.A.,2,1.0
convabuse_187840.0_E.L.I.Z.A.,0,0.0
convabuse_187901.0_E.L.I.Z.A.,0,0.0
convabuse_188100.0_E.L.I.Z.A.,0,0.0
convabuse_188170.0_E.L.I.Z.A.,0,0.0
convabuse_1882.0_E.L.I.Z.A.,1,0.5
convabuse_188739.0_E.L.I.Z.A.,0,0.0
convabuse_188792.0_E.L.I.Z.A.,0,0.0
convabuse_188943.0_E.L.I.Z.A.,2,1.0
convabuse_189040.0_E.L.I.Z.A.,0,0.0
convabuse_189521.0_E.L.I.Z.A.,0,0.0
convabuse_189683.0_E.L.I.Z.A.,1,0.5
convabuse_189713.0_E.L.I.Z.A.,2,1.0
convabuse_189760.0_E.L.I.Z.A.,0,0.0
convabuse_189862.0_E.L.I.Z.A.,0,0.0
convabuse_189928.0_E.L.I.Z.A.,0,0.0
convabuse_190143.0_E.L.I.Z.A.,0,0.0
convabuse_190595.0_E.L.I.Z.A.,1,0.5
convabuse_190912.0_E.L.I.Z.A.,0,0.0
convabuse_190954.0_E.L.I.Z.A.,2,1.0
convabuse_190b9a58cd9b4323a1346741761e857f_CarbonBot,0,0.0
convabuse_191588.0_E.L.I.Z.A.,0,0.0
convabuse_191629.0_E.L.I.Z.A.,0,0.0
convabuse_191811.0_E.L.I.Z.A.,0,0.0
convabuse_192106.0_E.L.I.Z.A.,1,0.5
convabuse_192290.0_E.L.I.Z.A.,0,0.0
convabuse_192522.0_E.L.I.Z.A.,0,0.0
convabuse_192608.0_E.L.I.Z.A.,0,0.0
convabuse_192610.0_E.L.I.Z.A.,0,0.0
convabuse_193305.0_E.L.I.Z.A.,0,0.0
convabuse_193789.0_E.L.I.Z.A.,1,0.5
convabuse_193885.0_E.L.I.Z.A.,0,0.0
convabuse_193977.0_E.L.I.Z.A.,0,0.0
convabuse_193978.0_E.L.I.Z.A.,0,0.0
convabuse_194245.0_E.L.I.Z.A.,0,0.0
convabuse_194379.0_E.L.I.Z.A.,2,1.0
convabuse_194488.0_E.L.I.Z.A.,0,0.0
convabuse_194578.0_E.L.I.Z.A.,1,0.5
convabuse_19477.0_E.L.I.Z.A.,0,0.0
convabuse_194893.0_E.L.I.Z.A.,0,0.0
convabuse_194896.0_E.L.I.Z.A.,0,0.0
convabuse_195102.0_E.L.I.Z.A.,2,1.0
convabuse_195473.0_E.L.I.Z.A.,0,0.0
convabuse_195574.0_E.L.I.Z.A.,0,0.0
convabuse_195835.0_E.L.I.Z.A.,0,0.0
convabuse_19591.0_E.L.I.Z.A.,0,0.0
convabuse_196062.0_E.L.I.Z.A.,0,0.0
convabuse_196083.0_E.L.I.Z.A.,0,0.0
convabuse_196087.0_E.L.I.Z.A.,0,0.0
convabuse_196244.0_E.L.I.Z.A.,0,0.0
convabuse_196250.0_E.L.I.Z.A.,0,0.0
convabuse_196606.0_E.L.I.Z.A.,0,0.0
convabuse_196621.0_E.L.I.Z.A.,0,0.0
convabuse_196840.0_E.L.I.Z.A.,1,0.5
convabuse_196851.0_E.L.I.Z.A.,0,0.0
convabuse_196934.0_E.L.I.Z.A.,0,0.0
convabuse_196952.0_E.L.I.Z.A.,0,0.0
convabuse_1969867776471906_CarbonBot,0,0.0
convabuse_196991.0_E.L.I.Z.A.,0,0.0
convabuse_197150.0_E.L.I.Z.A.,0,0.0
convabuse_197518.0_E.L.I.Z.A.,0,0.0
convabuse_197807.0_E.L.I.Z.A.,0,0.0
convabuse_198154.0_E.L.I.Z.A.,0,0.0
convabuse_198197.0_E.L.I.Z.A.,0,0.0
convabuse_198333.0_E.L.I.Z.A.,0,0.0
convabuse_198552.0_E.L.I.Z.A.,2,1.0
convabuse_198556.0_E.L.I.Z.A.,0,0.0
convabuse_198847.0_E.L.I.Z.A.,0,0.0
convabuse_198952.0_E.L.I.Z.A.,0,0.0
convabuse_198965.0_E.L.I.Z.A.,0,0.0
convabuse_198976.0_E.L.I.Z.A.,0,0.0
convabuse_199187.0_E.L.I.Z.A.,0,0.0
convabuse_19919.0_E.L.I.Z.A.,0,0.0
convabuse_199275.0_E.L.I.Z.A.,0,0.0
convabuse_19942.0_E.L.I.Z.A.,0,0.0
convabuse_199615.0_E.L.I.Z.A.,2,1.0
convabuse_199663.0_E.L.I.Z.A.,0,0.0
convabuse_199719.0_E.L.I.Z.A.,0,0.0
convabuse_1b02676fc0624a2dae6873c564b9028d_CarbonBot,0,0.0
convabuse_1cb5ae61301d481f95080b5faf264356_CarbonBot,0,0.0
convabuse_2.2326E+15_CarbonBot,0,0.0
convabuse_2.32783E+15_CarbonBot,0,0.0
convabuse_2.38663E+15_CarbonBot,0,0.0
convabuse_2.45945E+15_CarbonBot,2,1.0
convabuse_2.52932E+15_CarbonBot,0,0.0
convabuse_2.56977E+15_CarbonBot,0,0.0
convabuse_2.6023E+15_CarbonBot,0,0.0
convabuse_2.61269E+15_CarbonBot,0,0.0
convabuse_2.62483E+15_CarbonBot,0,0.0
convabuse_2.62733E+15_CarbonBot,0,0.0
convabuse_2.67139E+15_CarbonBot,0,0.0
convabuse_2.6896E+15_CarbonBot,0,0.0
convabuse_2.74038E+15_CarbonBot,0,0.0
convabuse_2.74541E+15_CarbonBot,0,0.0
convabuse_2.79728E+15_CarbonBot,0,0.0
convabuse_2.80652E+15_CarbonBot,0,0.0
convabuse_2.85766E+15_CarbonBot,0,0.0
convabuse_2.88816E+15_CarbonBot,0,0.0
convabuse_2.8965E+15_CarbonBot,2,1.0
convabuse_2.91829E+15_CarbonBot,0,0.0
convabuse_2.93715E+15_CarbonBot,0,0.0
convabuse_2.95648E+15_CarbonBot,0,0.0
convabuse_2.96412E+15_CarbonBot,0,0.0
convabuse_2.97153E+15_CarbonBot,0,0.0
convabuse_200027.0_E.L.I.Z.A.,0,0.0
convabuse_200060.0_E.L.I.Z.A.,0,0.0
convabuse_200221.0_E.L.I.Z.A.,2,1.0
convabuse_200238.0_E.L.I.Z.A.,0,0.0
convabuse_200251.0_E.L.I.Z.A.,0,0.0
convabuse_200303.0_E.L.I.Z.A.,0,0.0
convabuse_200402.0_E.L.I.Z.A.,1,0.5
convabuse_200417.0_E.L.I.Z.A.,0,0.0
