item_id,majority_vote_label,score
mtbench_108_turn2_gpt-3.5-turbo,1,0.5
mtbench_108_turn2_gpt-4,2,1.0
mtbench_108_turn2_llama-13b,1,0.5
mtbench_108_turn2_vicuna-13b-v1.2,1,0.5
mtbench_109_turn1_alpaca-13b,2,1.0
mtbench_109_turn1_claude-v1,1,0.5
mtbench_109_turn1_gpt-3.5-turbo,0,0.0
mtbench_109_turn1_gpt-4,0,0.0
mtbench_109_turn1_llama-13b,0,0.0
mtbench_109_turn1_vicuna-13b-v1.2,2,1.0
mtbench_109_turn2_alpaca-13b,1,0.5
mtbench_109_turn2_claude-v1,1,0.5
mtbench_109_turn2_gpt-3.5-turbo,1,0.5
mtbench_109_turn2_gpt-4,1,0.5
mtbench_109_turn2_llama-13b,1,0.5
mtbench_109_turn2_vicuna-13b-v1.2,1,0.5
mtbench_110_turn1_alpaca-13b,0,0.0
mtbench_110_turn1_claude-v1,2,1.0
mtbench_110_turn1_gpt-3.5-turbo,1,0.5
mtbench_110_turn1_gpt-4,1,0.5
mtbench_110_turn1_llama-13b,1,0.5
mtbench_110_turn1_vicuna-13b-v1.2,0,0.0
mtbench_110_turn2_alpaca-13b,0,0.0
mtbench_110_turn2_claude-v1,2,1.0
mtbench_110_turn2_gpt-3.5-turbo,1,0.5
mtbench_110_turn2_gpt-4,1,0.5
mtbench_110_turn2_llama-13b,0,0.0
mtbench_110_turn2_vicuna-13b-v1.2,2,1.0
mtbench_111_turn1_alpaca-13b,1,0.5
mtbench_111_turn1_claude-v1,0,0.0
mtbench_111_turn1_gpt-3.5-turbo,1,0.5
mtbench_111_turn1_gpt-4,2,1.0
mtbench_111_turn1_llama-13b,0,0.0
mtbench_111_turn1_vicuna-13b-v1.2,1,0.5
mtbench_111_turn2_alpaca-13b,1,0.5
mtbench_111_turn2_claude-v1,2,1.0
mtbench_111_turn2_gpt-3.5-turbo,1,0.5
mtbench_111_turn2_gpt-4,1,0.5
mtbench_111_turn2_llama-13b,0,0.0
mtbench_111_turn2_vicuna-13b-v1.2,1,0.5
mtbench_112_turn1_alpaca-13b,0,0.0
mtbench_112_turn1_claude-v1,2,1.0
mtbench_112_turn1_gpt-3.5-turbo,2,1.0
mtbench_112_turn1_gpt-4,2,1.0
mtbench_112_turn1_llama-13b,0,0.0
mtbench_112_turn1_vicuna-13b-v1.2,2,1.0
mtbench_112_turn2_alpaca-13b,0,0.0
mtbench_112_turn2_claude-v1,2,1.0
mtbench_112_turn2_gpt-3.5-turbo,2,1.0
mtbench_112_turn2_gpt-4,2,1.0
mtbench_112_turn2_llama-13b,1,0.5
mtbench_112_turn2_vicuna-13b-v1.2,1,0.5
mtbench_113_turn1_alpaca-13b,0,0.0
mtbench_113_turn1_claude-v1,1,0.5
mtbench_113_turn1_gpt-3.5-turbo,2,1.0
mtbench_113_turn1_gpt-4,2,1.0
mtbench_113_turn1_llama-13b,0,0.0
mtbench_113_turn1_vicuna-13b-v1.2,0,0.0
mtbench_113_turn2_alpaca-13b,0,0.0
mtbench_113_turn2_claude-v1,0,0.0
mtbench_113_turn2_gpt-3.5-turbo,2,1.0
mtbench_113_turn2_gpt-4,0,0.0
mtbench_113_turn2_llama-13b,1,0.5
mtbench_113_turn2_vicuna-13b-v1.2,1,0.5
mtbench_114_turn1_alpaca-13b,0,0.0
mtbench_114_turn1_claude-v1,2,1.0
mtbench_114_turn1_gpt-3.5-turbo,1,0.5
mtbench_114_turn1_gpt-4,2,1.0
mtbench_114_turn1_llama-13b,0,0.0
mtbench_114_turn1_vicuna-13b-v1.2,1,0.5
mtbench_114_turn2_alpaca-13b,0,0.0
mtbench_114_turn2_claude-v1,2,1.0
mtbench_114_turn2_gpt-3.5-turbo,2,1.0
mtbench_114_turn2_gpt-4,2,1.0
mtbench_114_turn2_llama-13b,0,0.0
mtbench_114_turn2_vicuna-13b-v1.2,0,0.0
mtbench_115_turn1_alpaca-13b,1,0.5
mtbench_115_turn1_claude-v1,0,0.0
mtbench_115_turn1_gpt-3.5-turbo,2,1.0
mtbench_115_turn1_gpt-4,2,1.0
mtbench_115_turn1_llama-13b,1,0.5
mtbench_115_turn1_vicuna-13b-v1.2,1,0.5
mtbench_115_turn2_alpaca-13b,0,0.0
mtbench_115_turn2_claude-v1,0,0.0
mtbench_115_turn2_gpt-3.5-turbo,2,1.0
mtbench_115_turn2_gpt-4,1,0.5
mtbench_115_turn2_llama-13b,0,0.0
mtbench_115_turn2_vicuna-13b-v1.2,1,0.5
mtbench_116_turn1_alpaca-13b,0,0.0
mtbench_116_turn1_claude-v1,1,0.5
mtbench_116_turn1_gpt-3.5-turbo,0,0.0
mtbench_116_turn1_gpt-4,2,1.0
mtbench_116_turn1_llama-13b,0,0.0
mtbench_116_turn1_vicuna-13b-v1.2,1,0.5
mtbench_116_turn2_alpaca-13b,1,0.5
mtbench_116_turn2_claude-v1,1,0.5
mtbench_116_turn2_gpt-3.5-turbo,1,0.5
mtbench_116_turn2_gpt-4,2,1.0
mtbench_116_turn2_llama-13b,1,0.5
mtbench_116_turn2_vicuna-13b-v1.2,1,0.5
mtbench_117_turn1_alpaca-13b,0,0.0
mtbench_117_turn1_claude-v1,0,0.0
mtbench_117_turn1_gpt-3.5-turbo,2,1.0
mtbench_117_turn1_gpt-4,2,1.0
mtbench_117_turn1_llama-13b,0,0.0
mtbench_117_turn1_vicuna-13b-v1.2,0,0.0
mtbench_117_turn2_alpaca-13b,0,0.0
mtbench_117_turn2_claude-v1,0,0.0
mtbench_117_turn2_gpt-3.5-turbo,2,1.0
mtbench_117_turn2_gpt-4,2,1.0
mtbench_117_turn2_llama-13b,0,0.0
mtbench_117_turn2_vicuna-13b-v1.2,1,0.5
mtbench_118_turn1_alpaca-13b,0,0.0
mtbench_118_turn1_claude-v1,1,0.5
mtbench_118_turn1_gpt-3.5-turbo,2,1.0
mtbench_118_turn1_gpt-4,1,0.5
mtbench_118_turn1_llama-13b,1,0.5
mtbench_118_turn1_vicuna-13b-v1.2,0,0.0
mtbench_118_turn2_alpaca-13b,1,0.5
mtbench_118_turn2_claude-v1,2,1.0
mtbench_118_turn2_gpt-3.5-turbo,1,0.5
mtbench_118_turn2_gpt-4,2,1.0
mtbench_118_turn2_llama-13b,1,0.5
mtbench_118_turn2_vicuna-13b-v1.2,1,0.5
mtbench_119_turn1_alpaca-13b,0,0.0
mtbench_119_turn1_claude-v1,2,1.0
mtbench_119_turn1_gpt-3.5-turbo,2,1.0
mtbench_119_turn1_gpt-4,2,1.0
mtbench_119_turn1_llama-13b,0,0.0
mtbench_119_turn1_vicuna-13b-v1.2,2,1.0
mtbench_119_turn2_alpaca-13b,0,0.0
mtbench_119_turn2_claude-v1,2,1.0
mtbench_119_turn2_gpt-3.5-turbo,2,1.0
mtbench_119_turn2_gpt-4,2,1.0
mtbench_119_turn2_llama-13b,0,0.0
mtbench_119_turn2_vicuna-13b-v1.2,1,0.5
mtbench_120_turn1_alpaca-13b,1,0.5
mtbench_120_turn1_claude-v1,2,1.0
mtbench_120_turn1_gpt-3.5-turbo,2,1.0
mtbench_120_turn1_gpt-4,0,0.0
mtbench_120_turn1_llama-13b,0,0.0
mtbench_120_turn1_vicuna-13b-v1.2,0,0.0
mtbench_120_turn2_alpaca-13b,1,0.5
mtbench_120_turn2_claude-v1,2,1.0
mtbench_120_turn2_gpt-3.5-turbo,1,0.5
mtbench_120_turn2_gpt-4,1,0.5
mtbench_120_turn2_llama-13b,1,0.5
mtbench_120_turn2_vicuna-13b-v1.2,0,0.0
mtbench_121_turn1_alpaca-13b,0,0.0
mtbench_121_turn1_claude-v1,2,1.0
mtbench_121_turn1_gpt-3.5-turbo,2,1.0
mtbench_121_turn1_gpt-4,2,1.0
mtbench_121_turn1_llama-13b,0,0.0
mtbench_121_turn1_vicuna-13b-v1.2,2,1.0
mtbench_121_turn2_alpaca-13b,0,0.0
mtbench_121_turn2_claude-v1,2,1.0
mtbench_121_turn2_gpt-3.5-turbo,2,1.0
mtbench_121_turn2_gpt-4,2,1.0
mtbench_121_turn2_llama-13b,0,0.0
mtbench_121_turn2_vicuna-13b-v1.2,2,1.0
mtbench_122_turn1_alpaca-13b,2,1.0
mtbench_122_turn1_claude-v1,1,0.5
mtbench_122_turn1_gpt-3.5-turbo,1,0.5
mtbench_122_turn1_gpt-4,2,1.0
mtbench_122_turn1_llama-13b,0,0.0
mtbench_122_turn1_vicuna-13b-v1.2,2,1.0
mtbench_122_turn2_alpaca-13b,0,0.0
mtbench_122_turn2_claude-v1,2,1.0
mtbench_122_turn2_gpt-3.5-turbo,2,1.0
mtbench_122_turn2_gpt-4,2,1.0
mtbench_122_turn2_llama-13b,1,0.5
mtbench_122_turn2_vicuna-13b-v1.2,0,0.0
mtbench_123_turn1_alpaca-13b,0,0.0
mtbench_123_turn1_claude-v1,2,1.0
mtbench_123_turn1_gpt-3.5-turbo,1,0.5
mtbench_123_turn1_gpt-4,0,0.0
mtbench_123_turn1_llama-13b,0,0.0
mtbench_123_turn1_vicuna-13b-v1.2,2,1.0
mtbench_123_turn2_alpaca-13b,0,0.0
mtbench_123_turn2_claude-v1,2,1.0
mtbench_123_turn2_gpt-3.5-turbo,1,0.5
mtbench_123_turn2_gpt-4,2,1.0
mtbench_123_turn2_llama-13b,0,0.0
mtbench_123_turn2_vicuna-13b-v1.2,2,1.0
mtbench_124_turn1_alpaca-13b,2,1.0
mtbench_124_turn1_claude-v1,0,0.0
mtbench_124_turn1_gpt-3.5-turbo,2,1.0
mtbench_124_turn1_gpt-4,1,0.5
mtbench_124_turn1_llama-13b,1,0.5
mtbench_124_turn1_vicuna-13b-v1.2,2,1.0
mtbench_124_turn2_alpaca-13b,0,0.0
mtbench_124_turn2_claude-v1,2,1.0
mtbench_124_turn2_gpt-3.5-turbo,2,1.0
mtbench_124_turn2_gpt-4,0,0.0
mtbench_124_turn2_llama-13b,0,0.0
mtbench_124_turn2_vicuna-13b-v1.2,0,0.0
mtbench_125_turn1_alpaca-13b,0,0.0
mtbench_125_turn1_claude-v1,2,1.0
mtbench_125_turn1_gpt-3.5-turbo,1,0.5
mtbench_125_turn1_gpt-4,1,0.5
mtbench_125_turn1_llama-13b,0,0.0
mtbench_125_turn1_vicuna-13b-v1.2,2,1.0
mtbench_125_turn2_alpaca-13b,0,0.0
mtbench_125_turn2_claude-v1,2,1.0
mtbench_125_turn2_gpt-3.5-turbo,1,0.5
mtbench_125_turn2_gpt-4,1,0.5
mtbench_125_turn2_llama-13b,0,0.0
mtbench_125_turn2_vicuna-13b-v1.2,2,1.0
mtbench_126_turn1_alpaca-13b,0,0.0
mtbench_126_turn1_claude-v1,2,1.0
mtbench_126_turn1_gpt-3.5-turbo,2,1.0
mtbench_126_turn1_gpt-4,2,1.0
mtbench_126_turn1_llama-13b,0,0.0
mtbench_126_turn1_vicuna-13b-v1.2,0,0.0
mtbench_126_turn2_alpaca-13b,0,0.0
mtbench_126_turn2_claude-v1,2,1.0
mtbench_126_turn2_gpt-3.5-turbo,0,0.0
mtbench_126_turn2_gpt-4,2,1.0
mtbench_126_turn2_llama-13b,0,0.0
mtbench_126_turn2_vicuna-13b-v1.2,2,1.0
mtbench_127_turn1_alpaca-13b,0,0.0
mtbench_127_turn1_claude-v1,2,1.0
mtbench_127_turn1_gpt-3.5-turbo,2,1.0
mtbench_127_turn1_gpt-4,2,1.0
mtbench_127_turn1_llama-13b,0,0.0
mtbench_127_turn1_vicuna-13b-v1.2,0,0.0
mtbench_127_turn2_alpaca-13b,0,0.0
mtbench_127_turn2_claude-v1,2,1.0
mtbench_127_turn2_gpt-3.5-turbo,1,0.5
mtbench_127_turn2_gpt-4,1,0.5
mtbench_127_turn2_llama-13b,0,0.0
mtbench_127_turn2_vicuna-13b-v1.2,1,0.5
mtbench_128_turn1_alpaca-13b,1,0.5
mtbench_128_turn1_claude-v1,1,0.5
mtbench_128_turn1_gpt-3.5-turbo,2,1.0
mtbench_128_turn1_gpt-4,2,1.0
mtbench_128_turn1_llama-13b,0,0.0
mtbench_128_turn1_vicuna-13b-v1.2,0,0.0
mtbench_128_turn2_alpaca-13b,1,0.5
mtbench_128_turn2_claude-v1,1,0.5
mtbench_128_turn2_gpt-3.5-turbo,2,1.0
mtbench_128_turn2_gpt-4,2,1.0
mtbench_128_turn2_llama-13b,1,0.5
mtbench_128_turn2_vicuna-13b-v1.2,0,0.0
mtbench_129_turn1_alpaca-13b,0,0.0
mtbench_129_turn1_claude-v1,2,1.0
mtbench_129_turn1_gpt-3.5-turbo,2,1.0
mtbench_129_turn1_gpt-4,2,1.0
mtbench_129_turn1_llama-13b,0,0.0
mtbench_129_turn1_vicuna-13b-v1.2,0,0.0
mtbench_129_turn2_alpaca-13b,0,0.0
mtbench_129_turn2_claude-v1,2,1.0
mtbench_129_turn2_gpt-3.5-turbo,2,1.0
mtbench_129_turn2_gpt-4,2,1.0
mtbench_129_turn2_llama-13b,0,0.0
mtbench_129_turn2_vicuna-13b-v1.2,0,0.0
mtbench_130_turn1_alpaca-13b,0,0.0
mtbench_130_turn1_claude-v1,2,1.0
mtbench_130_turn1_gpt-3.5-turbo,2,1.0
mtbench_130_turn1_gpt-4,0,0.0
mtbench_130_turn1_llama-13b,0,0.0
mtbench_130_turn1_vicuna-13b-v1.2,2,1.0
mtbench_130_turn2_alpaca-13b,0,0.0
mtbench_130_turn2_claude-v1,2,1.0
mtbench_130_turn2_gpt-3.5-turbo,2,1.0
mtbench_130_turn2_gpt-4,1,0.5
mtbench_130_turn2_llama-13b,0,0.0
mtbench_130_turn2_vicuna-13b-v1.2,0,0.0
mtbench_131_turn1_alpaca-13b,0,0.0
mtbench_131_turn1_claude-v1,2,1.0
mtbench_131_turn1_gpt-3.5-turbo,2,1.0
mtbench_131_turn1_gpt-4,1,0.5
mtbench_131_turn1_llama-13b,0,0.0
mtbench_131_turn1_vicuna-13b-v1.2,0,0.0
mtbench_131_turn2_alpaca-13b,0,0.0
mtbench_131_turn2_claude-v1,2,1.0
mtbench_131_turn2_gpt-3.5-turbo,2,1.0
mtbench_131_turn2_gpt-4,1,0.5
mtbench_131_turn2_llama-13b,0,0.0
mtbench_131_turn2_vicuna-13b-v1.2,0,0.0
mtbench_132_turn1_alpaca-13b,1,0.5
mtbench_132_turn1_claude-v1,1,0.5
mtbench_132_turn1_gpt-3.5-turbo,1,0.5
mtbench_132_turn1_gpt-4,2,1.0
mtbench_132_turn1_llama-13b,0,0.0
mtbench_132_turn1_vicuna-13b-v1.2,1,0.5
mtbench_132_turn2_alpaca-13b,1,0.5
mtbench_132_turn2_claude-v1,2,1.0
mtbench_132_turn2_gpt-3.5-turbo,2,1.0
mtbench_132_turn2_gpt-4,0,0.0
mtbench_132_turn2_llama-13b,0,0.0
mtbench_132_turn2_vicuna-13b-v1.2,0,0.0
mtbench_133_turn1_alpaca-13b,0,0.0
mtbench_133_turn1_claude-v1,1,0.5
mtbench_133_turn1_gpt-3.5-turbo,2,1.0
mtbench_133_turn1_gpt-4,1,0.5
mtbench_133_turn1_llama-13b,0,0.0
mtbench_133_turn1_vicuna-13b-v1.2,2,1.0
mtbench_133_turn2_alpaca-13b,0,0.0
mtbench_133_turn2_claude-v1,2,1.0
mtbench_133_turn2_gpt-3.5-turbo,2,1.0
mtbench_133_turn2_gpt-4,2,1.0
mtbench_133_turn2_llama-13b,0,0.0
mtbench_133_turn2_vicuna-13b-v1.2,0,0.0
mtbench_134_turn1_alpaca-13b,0,0.0
mtbench_134_turn1_claude-v1,2,1.0
mtbench_134_turn1_gpt-3.5-turbo,1,0.5
mtbench_134_turn1_gpt-4,2,1.0
mtbench_134_turn1_llama-13b,0,0.0
mtbench_134_turn1_vicuna-13b-v1.2,2,1.0
mtbench_134_turn2_alpaca-13b,0,0.0
mtbench_134_turn2_claude-v1,2,1.0
mtbench_134_turn2_gpt-3.5-turbo,2,1.0
mtbench_134_turn2_gpt-4,2,1.0
mtbench_134_turn2_llama-13b,0,0.0
mtbench_134_turn2_vicuna-13b-v1.2,0,0.0
mtbench_135_turn1_alpaca-13b,0,0.0
mtbench_135_turn1_claude-v1,2,1.0
mtbench_135_turn1_gpt-3.5-turbo,2,1.0
mtbench_135_turn1_gpt-4,1,0.5
mtbench_135_turn1_llama-13b,0,0.0
mtbench_135_turn1_vicuna-13b-v1.2,2,1.0
mtbench_135_turn2_alpaca-13b,0,0.0
mtbench_135_turn2_claude-v1,2,1.0
mtbench_135_turn2_gpt-3.5-turbo,2,1.0
mtbench_135_turn2_gpt-4,2,1.0
mtbench_135_turn2_llama-13b,0,0.0
mtbench_135_turn2_vicuna-13b-v1.2,0,0.0
mtbench_136_turn1_alpaca-13b,1,0.5
mtbench_136_turn1_claude-v1,2,1.0
mtbench_136_turn1_gpt-3.5-turbo,2,1.0
mtbench_136_turn1_gpt-4,0,0.0
mtbench_136_turn1_llama-13b,0,0.0
mtbench_136_turn1_vicuna-13b-v1.2,0,0.0
mtbench_136_turn2_alpaca-13b,0,0.0
mtbench_136_turn2_claude-v1,1,0.5
mtbench_136_turn2_gpt-3.5-turbo,1,0.5
mtbench_136_turn2_gpt-4,2,1.0
mtbench_136_turn2_llama-13b,0,0.0
mtbench_136_turn2_vicuna-13b-v1.2,1,0.5
mtbench_137_turn1_alpaca-13b,0,0.0
mtbench_137_turn1_claude-v1,2,1.0
mtbench_137_turn1_gpt-3.5-turbo,2,1.0
mtbench_137_turn1_gpt-4,2,1.0
mtbench_137_turn1_llama-13b,0,0.0
mtbench_137_turn1_vicuna-13b-v1.2,0,0.0
mtbench_137_turn2_alpaca-13b,0,0.0
mtbench_137_turn2_claude-v1,0,0.0
mtbench_137_turn2_gpt-3.5-turbo,2,1.0
mtbench_137_turn2_gpt-4,2,1.0
mtbench_137_turn2_llama-13b,0,0.0
mtbench_137_turn2_vicuna-13b-v1.2,0,0.0
mtbench_138_turn1_alpaca-13b,0,0.0
mtbench_138_turn1_claude-v1,2,1.0
mtbench_138_turn1_gpt-3.5-turbo,2,1.0
mtbench_138_turn1_gpt-4,1,0.5
mtbench_138_turn1_llama-13b,0,0.0
mtbench_138_turn1_vicuna-13b-v1.2,2,1.0
mtbench_138_turn2_alpaca-13b,0,0.0
mtbench_138_turn2_claude-v1,2,1.0
mtbench_138_turn2_gpt-3.5-turbo,2,1.0
mtbench_138_turn2_gpt-4,2,1.0
mtbench_138_turn2_llama-13b,0,0.0
mtbench_138_turn2_vicuna-13b-v1.2,0,0.0
mtbench_139_turn1_alpaca-13b,0,0.0
mtbench_139_turn1_claude-v1,0,0.0
mtbench_139_turn1_gpt-3.5-turbo,2,1.0
mtbench_139_turn1_gpt-4,2,1.0
mtbench_139_turn1_llama-13b,0,0.0
mtbench_139_turn1_vicuna-13b-v1.2,0,0.0
mtbench_139_turn2_alpaca-13b,2,1.0
mtbench_139_turn2_claude-v1,0,0.0
mtbench_139_turn2_gpt-3.5-turbo,0,0.0
mtbench_139_turn2_gpt-4,2,1.0
mtbench_139_turn2_llama-13b,0,0.0
mtbench_139_turn2_vicuna-13b-v1.2,0,0.0
mtbench_140_turn1_alpaca-13b,0,0.0
mtbench_140_turn1_claude-v1,2,1.0
mtbench_140_turn1_gpt-3.5-turbo,2,1.0
mtbench_140_turn1_gpt-4,2,1.0
mtbench_140_turn1_llama-13b,0,0.0
mtbench_140_turn1_vicuna-13b-v1.2,0,0.0
mtbench_140_turn2_alpaca-13b,0,0.0
mtbench_140_turn2_claude-v1,2,1.0
mtbench_140_turn2_gpt-3.5-turbo,2,1.0
mtbench_140_turn2_gpt-4,2,1.0
mtbench_140_turn2_llama-13b,0,0.0
mtbench_140_turn2_vicuna-13b-v1.2,0,0.0
mtbench_141_turn1_alpaca-13b,0,0.0
mtbench_141_turn1_claude-v1,2,1.0
mtbench_141_turn1_gpt-3.5-turbo,2,1.0
mtbench_141_turn1_gpt-4,2,1.0
mtbench_141_turn1_llama-13b,0,0.0
mtbench_141_turn1_vicuna-13b-v1.2,1,0.5
mtbench_141_turn2_alpaca-13b,0,0.0
mtbench_141_turn2_claude-v1,2,1.0
mtbench_141_turn2_gpt-3.5-turbo,2,1.0
mtbench_141_turn2_gpt-4,2,1.0
mtbench_141_turn2_llama-13b,0,0.0
mtbench_141_turn2_vicuna-13b-v1.2,0,0.0
mtbench_142_turn1_alpaca-13b,1,0.5
mtbench_142_turn1_claude-v1,0,0.0
mtbench_142_turn1_gpt-3.5-turbo,2,1.0
mtbench_142_turn1_gpt-4,2,1.0
mtbench_142_turn1_llama-13b,0,0.0
mtbench_142_turn1_vicuna-13b-v1.2,0,0.0
mtbench_142_turn2_alpaca-13b,0,0.0
mtbench_142_turn2_claude-v1,2,1.0
mtbench_142_turn2_gpt-3.5-turbo,2,1.0
mtbench_142_turn2_gpt-4,2,1.0
mtbench_142_turn2_llama-13b,0,0.0
mtbench_142_turn2_vicuna-13b-v1.2,2,1.0
mtbench_143_turn1_alpaca-13b,0,0.0
mtbench_143_turn1_claude-v1,2,1.0
mtbench_143_turn1_gpt-3.5-turbo,2,1.0
mtbench_143_turn1_gpt-4,2,1.0
mtbench_143_turn1_llama-13b,0,0.0
mtbench_143_turn1_vicuna-13b-v1.2,0,0.0
mtbench_143_turn2_alpaca-13b,0,0.0
mtbench_143_turn2_claude-v1,2,1.0
mtbench_143_turn2_gpt-3.5-turbo,1,0.5
mtbench_143_turn2_gpt-4,2,1.0
mtbench_143_turn2_llama-13b,0,0.0
mtbench_143_turn2_vicuna-13b-v1.2,2,1.0
mtbench_144_turn1_alpaca-13b,0,0.0
mtbench_144_turn1_claude-v1,0,0.0
mtbench_144_turn1_gpt-3.5-turbo,2,1.0
mtbench_144_turn1_gpt-4,2,1.0
mtbench_144_turn1_llama-13b,0,0.0
mtbench_144_turn1_vicuna-13b-v1.2,2,1.0
mtbench_144_turn2_alpaca-13b,0,0.0
mtbench_144_turn2_claude-v1,2,1.0
mtbench_144_turn2_gpt-3.5-turbo,0,0.0
mtbench_144_turn2_gpt-4,2,1.0
mtbench_144_turn2_llama-13b,0,0.0
mtbench_144_turn2_vicuna-13b-v1.2,2,1.0
mtbench_145_turn1_alpaca-13b,0,0.0
mtbench_145_turn1_claude-v1,1,0.5
mtbench_145_turn1_gpt-3.5-turbo,0,0.0
mtbench_145_turn1_gpt-4,2,1.0
mtbench_145_turn1_llama-13b,0,0.0
mtbench_145_turn1_vicuna-13b-v1.2,2,1.0
mtbench_145_turn2_alpaca-13b,0,0.0
mtbench_145_turn2_claude-v1,2,1.0
